,match_date,match_link,first_inn_team,first_inn_score,second_inn_team,second_inn_score,match_result
11,"Apr 8, 2023",https://www.espncricinfo.com/series/8048/scorecard/1359486/mumbai-indians-vs-chennai-super-kings-12th-match-indian-premier-league-2023,Mumbai Indians 157/8 (20 ov),157/8 (20 ov),Chennai Super Kings 159/3 (18.1/20 ov),159/3 (18.1/20 ov),Chennai Super Kings won by 7 wickets (with 11 balls remaining)
12,"Apr 9, 2023",https://www.espncricinfo.com/series/8048/scorecard/1359487/gujarat-titans-vs-kolkata-knight-riders-13th-match-indian-premier-league-2023,Gujarat Titans 204/4 (20 ov),204/4 (20 ov),Kolkata Knight Riders 207/7 (20 ov),207/7 (20 ov),Kolkata Knight Riders won by 3 wickets (with 0 balls remaining)
13,"Apr 9, 2023",https://www.espncricinfo.com/series/8048/scorecard/1359488/sunrisers-hyderabad-vs-punjab-kings-14th-match-indian-premier-league-2023,Punjab Kings 143/9 (20 ov),143/9 (20 ov),Sunrisers Hyderabad 145/2 (17.1/20 ov),145/2 (17.1/20 ov),Sunrisers Hyderabad won by 8 wickets (with 17 balls remaining)
14,"Apr 10, 2023",https://www.espncricinfo.com/series/8048/scorecard/1359489/royal-challengers-bangalore-vs-lucknow-super-giants-15th-match-indian-premier-league-2023,RCB 212/2 (20 ov),212/2 (20 ov),Lucknow Super Giants 213/9 (20 ov),213/9 (20 ov),Lucknow Super Giants won by 1 wicket (with 0 balls remaining)
15,"Apr 11, 2023",https://www.espncricinfo.com/series/8048/scorecard/1359490/delhi-capitals-vs-mumbai-indians-16th-match-indian-premier-league-2023,Delhi Capitals 172 (19.4/20 ov),172 (19.4/20 ov),Mumbai Indians 173/4 (20 ov),173/4 (20 ov),Mumbai Indians won by 6 wickets (with 0 balls remaining)
16,"Apr 12, 2023",https://www.espncricinfo.com/series/8048/scorecard/1359491/chennai-super-kings-vs-rajasthan-royals-17th-match-indian-premier-league-2023,Rajasthan Royals 175/8 (20 ov),175/8 (20 ov),Chennai Super Kings 172/6 (20 ov),172/6 (20 ov),Rajasthan Royals won by 3 runs
17,"Apr 13, 2023",https://www.espncricinfo.com/series/8048/scorecard/1359492/punjab-kings-vs-gujarat-titans-18th-match-indian-premier-league-2023,Punjab Kings 153/8 (20 ov),153/8 (20 ov),Gujarat Titans 154/4 (19.5/20 ov),154/4 (19.5/20 ov),Gujarat Titans won by 6 wickets (with 1 ball remaining)
18,"Apr 14, 2023",https://www.espncricinfo.com/series/8048/scorecard/1359493/kolkata-knight-riders-vs-sunrisers-hyderabad-19th-match-indian-premier-league-2023,Sunrisers Hyderabad 228/4 (20 ov),228/4 (20 ov),Kolkata Knight Riders 205/7 (20 ov),205/7 (20 ov),Sunrisers Hyderabad won by 23 runs
19,"Apr 15, 2023",https://www.espncricinfo.com/series/8048/scorecard/1359494/royal-challengers-bangalore-vs-delhi-capitals-20th-match-indian-premier-league-2023,RCB 174/6 (20 ov),174/6 (20 ov),Delhi Capitals 151/9 (20 ov),151/9 (20 ov),Royal Challengers Bangalore won by 23 runs
20,"Apr 15, 2023",https://www.espncricinfo.com/series/8048/scorecard/1359495/lucknow-super-giants-vs-punjab-kings-21st-match-indian-premier-league-2023,Lucknow Super Giants 159/8 (20 ov),159/8 (20 ov),Punjab Kings 161/8 (19.3/20 ov),161/8 (19.3/20 ov),Punjab Kings won by 2 wickets (with 3 balls remaining)
21,"Apr 16, 2023",https://www.espncricinfo.com/series/8048/scorecard/1359496/mumbai-indians-vs-kolkata-knight-riders-22nd-match-indian-premier-league-2023,Kolkata Knight Riders 185/6 (20 ov),185/6 (20 ov),Mumbai Indians 186/5 (17.4/20 ov),186/5 (17.4/20 ov),Mumbai Indians won by 5 wickets (with 14 balls remaining)
22,"Apr 16, 2023",https://www.espncricinfo.com/series/8048/scorecard/1359497/gujarat-titans-vs-rajasthan-royals-23rd-match-indian-premier-league-2023,Gujarat Titans 177/7 (20 ov),177/7 (20 ov),Rajasthan Royals 179/7 (19.2/20 ov),179/7 (19.2/20 ov),Rajasthan Royals won by 3 wickets (with 4 balls remaining)
23,"Apr 17, 2023",https://www.espncricinfo.com/series/8048/scorecard/1359498/royal-challengers-bangalore-vs-chennai-super-kings-24th-match-indian-premier-league-2023,Chennai Super Kings 226/6 (20 ov),226/6 (20 ov),RCB 218/8 (20 ov),218/8 (20 ov),Chennai Super Kings won by 8 runs
24,"Apr 18, 2023",https://www.espncricinfo.com/series/8048/scorecard/1359499/sunrisers-hyderabad-vs-mumbai-indians-25th-match-indian-premier-league-2023,Mumbai Indians 192/5 (20 ov),192/5 (20 ov),Sunrisers Hyderabad 178 (19.5/20 ov),178 (19.5/20 ov),Mumbai Indians won by 14 runs
25,"Apr 19, 2023",https://www.espncricinfo.com/series/8048/scorecard/1359500/rajasthan-royals-vs-lucknow-super-giants-26th-match-indian-premier-league-2023,Lucknow Super Giants 154/7 (20 ov),154/7 (20 ov),Rajasthan Royals 144/6 (20 ov),144/6 (20 ov),Lucknow Super Giants won by 10 runs
26,"Apr 20, 2023",https://www.espncricinfo.com/series/8048/scorecard/1359501/punjab-kings-vs-royal-challengers-bangalore-27th-match-indian-premier-league-2023,RCB 174/4 (20 ov),174/4 (20 ov),Punjab Kings 150 (18.2/20 ov),150 (18.2/20 ov),Royal Challengers Bangalore won by 24 runs
27,"Apr 20, 2023",https://www.espncricinfo.com/series/8048/scorecard/1359502/delhi-capitals-vs-kolkata-knight-riders-28th-match-indian-premier-league-2023,Kolkata Knight Riders 127 (20 ov),127 (20 ov),Delhi Capitals 128/6 (19.2/20 ov),128/6 (19.2/20 ov),Delhi Capitals won by 4 wickets (with 4 balls remaining)
28,"Apr 21, 2023",https://www.espncricinfo.com/series/8048/scorecard/1359503/chennai-super-kings-vs-sunrisers-hyderabad-29th-match-indian-premier-league-2023,Sunrisers Hyderabad 134/7 (20 ov),134/7 (20 ov),Chennai Super Kings 138/3 (18.4/20 ov),138/3 (18.4/20 ov),Chennai Super Kings won by 7 wickets (with 8 balls remaining)
29,"Apr 22, 2023",https://www.espncricinfo.com/series/8048/scorecard/1359504/lucknow-super-giants-vs-gujarat-titans-30th-match-indian-premier-league-2023,Gujarat Titans 135/6 (20 ov),135/6 (20 ov),Lucknow Super Giants 128/7 (20 ov),128/7 (20 ov),Gujarat Titans won by 7 runs
30,"Apr 22, 2023",https://www.espncricinfo.com/series/8048/scorecard/1359505/mumbai-indians-vs-punjab-kings-31st-match-indian-premier-league-2023,Punjab Kings 214/8 (20 ov),214/8 (20 ov),Mumbai Indians 201/6 (20 ov),201/6 (20 ov),Punjab Kings won by 13 runs
31,"Apr 23, 2023",https://www.espncricinfo.com/series/8048/scorecard/1359506/royal-challengers-bangalore-vs-rajasthan-royals-32nd-match-indian-premier-league-2023,RCB 189/9 (20 ov),189/9 (20 ov),Rajasthan Royals 182/6 (20 ov),182/6 (20 ov),Royal Challengers Bangalore won by 7 runs
32,"Apr 23, 2023",https://www.espncricinfo.com/series/8048/scorecard/1359507/kolkata-knight-riders-vs-chennai-super-kings-33rd-match-indian-premier-league-2023,Chennai Super Kings 235/4 (20 ov),235/4 (20 ov),Kolkata Knight Riders 186/8 (20 ov),186/8 (20 ov),Chennai Super Kings won by 49 runs
33,"Apr 24, 2023",https://www.espncricinfo.com/series/8048/scorecard/1359508/sunrisers-hyderabad-vs-delhi-capitals-34th-match-indian-premier-league-2023,Delhi Capitals 144/9 (20 ov),144/9 (20 ov),Sunrisers Hyderabad 137/6 (20 ov),137/6 (20 ov),Delhi Capitals won by 7 runs
34,"Apr 25, 2023",https://www.espncricinfo.com/series/8048/scorecard/1359509/gujarat-titans-vs-mumbai-indians-35th-match-indian-premier-league-2023,Gujarat Titans 207/6 (20 ov),207/6 (20 ov),Mumbai Indians 152/9 (20 ov),152/9 (20 ov),Gujarat Titans won by 55 runs
35,"Apr 26, 2023",https://www.espncricinfo.com/series/8048/scorecard/1359510/royal-challengers-bangalore-vs-kolkata-knight-riders-36th-match-indian-premier-league-2023,Kolkata Knight Riders 200/5 (20 ov),200/5 (20 ov),RCB 179/8 (20 ov),179/8 (20 ov),Kolkata Knight Riders won by 21 runs
36,"Apr 27, 2023",https://www.espncricinfo.com/series/8048/scorecard/1359511/rajasthan-royals-vs-chennai-super-kings-37th-match-indian-premier-league-2023,Rajasthan Royals 202/5 (20 ov),202/5 (20 ov),Chennai Super Kings 170/6 (20 ov),170/6 (20 ov),Rajasthan Royals won by 32 runs
37,"Apr 28, 2023",https://www.espncricinfo.com/series/8048/scorecard/1359512/punjab-kings-vs-lucknow-super-giants-38th-match-indian-premier-league-2023,Lucknow Super Giants 257/5 (20 ov),257/5 (20 ov),Punjab Kings 201 (19.5/20 ov),201 (19.5/20 ov),Lucknow Super Giants won by 56 runs
38,"Apr 29, 2023",https://www.espncricinfo.com/series/8048/scorecard/1359513/kolkata-knight-riders-vs-gujarat-titans-39th-match-indian-premier-league-2023,Kolkata Knight Riders 179/7 (20 ov),179/7 (20 ov),Gujarat Titans 180/3 (17.5/20 ov),180/3 (17.5/20 ov),Gujarat Titans won by 7 wickets (with 13 balls remaining)
39,"Apr 29, 2023",https://www.espncricinfo.com/series/8048/scorecard/1359514/delhi-capitals-vs-sunrisers-hyderabad-40th-match-indian-premier-league-2023,Sunrisers Hyderabad 197/6 (20 ov),197/6 (20 ov),Delhi Capitals 188/6 (20 ov),188/6 (20 ov),Sunrisers Hyderabad won by 9 runs
40,"Apr 30, 2023",https://www.espncricinfo.com/series/8048/scorecard/1359515/chennai-super-kings-vs-punjab-kings-41st-match-indian-premier-league-2023,Chennai Super Kings 200/4 (20 ov),200/4 (20 ov),Punjab Kings 201/6 (20 ov),201/6 (20 ov),Punjab Kings won by 4 wickets (with 0 balls remaining)
41,"Apr 30, 2023",https://www.espncricinfo.com/series/8048/scorecard/1359516/mumbai-indians-vs-rajasthan-royals-42nd-match-indian-premier-league-2023,Rajasthan Royals 212/7 (20 ov),212/7 (20 ov),Mumbai Indians 214/4 (19.3/20 ov),214/4 (19.3/20 ov),Mumbai Indians won by 6 wickets (with 3 balls remaining)
42,"May 1, 2023",https://www.espncricinfo.com/series/8048/scorecard/1359517/lucknow-super-giants-vs-royal-challengers-bangalore-43rd-match-indian-premier-league-2023,RCB 126/9 (20 ov),126/9 (20 ov),Lucknow Super Giants 108 (19.5/20 ov),108 (19.5/20 ov),Royal Challengers Bangalore won by 18 runs
43,"May 2, 2023",https://www.espncricinfo.com/series/8048/scorecard/1359518/gujarat-titans-vs-delhi-capitals-44th-match-indian-premier-league-2023,Delhi Capitals 130/8 (20 ov),130/8 (20 ov),Gujarat Titans 125/6 (20 ov),125/6 (20 ov),Delhi Capitals won by 5 runs
44,"May 3, 2023",https://www.espncricinfo.com/series/8048/scorecard/1359519/lucknow-super-giants-vs-chennai-super-kings-45th-match-indian-premier-league-2023,Lucknow Super Giants 125/7 (19.2/20 ov),125/7 (19.2/20 ov),Chennai Super Kings,,No result
45,"May 3, 2023",https://www.espncricinfo.com/series/8048/scorecard/1359520/punjab-kings-vs-mumbai-indians-46th-match-indian-premier-league-2023,Punjab Kings 214/3 (20 ov),214/3 (20 ov),Mumbai Indians 216/4 (18.5/20 ov),216/4 (18.5/20 ov),Mumbai Indians won by 6 wickets (with 7 balls remaining)
46,"May 4, 2023",https://www.espncricinfo.com/series/8048/scorecard/1359521/sunrisers-hyderabad-vs-kolkata-knight-riders-47th-match-indian-premier-league-2023,Kolkata Knight Riders 171/9 (20 ov),171/9 (20 ov),Sunrisers Hyderabad 166/8 (20 ov),166/8 (20 ov),Kolkata Knight Riders won by 5 runs
47,"May 5, 2023",https://www.espncricinfo.com/series/8048/scorecard/1359522/rajasthan-royals-vs-gujarat-titans-48th-match-indian-premier-league-2023,Rajasthan Royals 118 (17.5/20 ov),118 (17.5/20 ov),Gujarat Titans 119/1 (13.5/20 ov),119/1 (13.5/20 ov),Gujarat Titans won by 9 wickets (with 37 balls remaining)
48,"May 6, 2023",https://www.espncricinfo.com/series/8048/scorecard/1359523/chennai-super-kings-vs-mumbai-indians-49th-match-indian-premier-league-2023,Mumbai Indians 139/8 (20 ov),139/8 (20 ov),Chennai Super Kings 140/4 (17.4/20 ov),140/4 (17.4/20 ov),Chennai Super Kings won by 6 wickets (with 14 balls remaining)
49,"May 6, 2023",https://www.espncricinfo.com/series/8048/scorecard/1359524/delhi-capitals-vs-royal-challengers-bangalore-50th-match-indian-premier-league-2023,RCB 181/4 (20 ov),181/4 (20 ov),Delhi Capitals 187/3 (16.4/20 ov),187/3 (16.4/20 ov),Delhi Capitals won by 7 wickets (with 20 balls remaining)
50,"May 7, 2023",https://www.espncricinfo.com/series/8048/scorecard/1359525/gujarat-titans-vs-lucknow-super-giants-51st-match-indian-premier-league-2023,Gujarat Titans 227/2 (20 ov),227/2 (20 ov),Lucknow Super Giants 171/7 (20 ov),171/7 (20 ov),Gujarat Titans won by 56 runs
51,"May 7, 2023",https://www.espncricinfo.com/series/8048/scorecard/1359526/rajasthan-royals-vs-sunrisers-hyderabad-52nd-match-indian-premier-league-2023,Rajasthan Royals 214/2 (20 ov),214/2 (20 ov),Sunrisers Hyderabad 217/6 (20 ov),217/6 (20 ov),Sunrisers Hyderabad won by 4 wickets (with 0 balls remaining)
52,"May 8, 2023",https://www.espncricinfo.com/series/8048/scorecard/1359527/kolkata-knight-riders-vs-punjab-kings-53rd-match-indian-premier-league-2023,Punjab Kings 179/7 (20 ov),179/7 (20 ov),Kolkata Knight Riders 182/5 (20 ov),182/5 (20 ov),Kolkata Knight Riders won by 5 wickets (with 0 balls remaining)
53,"May 9, 2023",https://www.espncricinfo.com/series/8048/scorecard/1359528/mumbai-indians-vs-royal-challengers-bangalore-54th-match-indian-premier-league-2023,RCB 199/6 (20 ov),199/6 (20 ov),Mumbai Indians 200/4 (16.3/20 ov),200/4 (16.3/20 ov),Mumbai Indians won by 6 wickets (with 21 balls remaining)
54,"May 10, 2023",https://www.espncricinfo.com/series/8048/scorecard/1359529/chennai-super-kings-vs-delhi-capitals-55th-match-indian-premier-league-2023,Chennai Super Kings 167/8 (20 ov),167/8 (20 ov),Delhi Capitals 140/8 (20 ov),140/8 (20 ov),Chennai Super Kings won by 27 runs
55,"May 11, 2023",https://www.espncricinfo.com/series/8048/scorecard/1359530/kolkata-knight-riders-vs-rajasthan-royals-56th-match-indian-premier-league-2023,Kolkata Knight Riders 149/8 (20 ov),149/8 (20 ov),Rajasthan Royals 151/1 (13.1/20 ov),151/1 (13.1/20 ov),Rajasthan Royals won by 9 wickets (with 41 balls remaining)
56,"May 12, 2023",https://www.espncricinfo.com/series/8048/scorecard/1359531/mumbai-indians-vs-gujarat-titans-57th-match-indian-premier-league-2023,Mumbai Indians 218/5 (20 ov),218/5 (20 ov),Gujarat Titans 191/8 (20 ov),191/8 (20 ov),Mumbai Indians won by 27 runs
57,"May 13, 2023",https://www.espncricinfo.com/series/8048/scorecard/1359532/sunrisers-hyderabad-vs-lucknow-super-giants-58th-match-indian-premier-league-2023,Sunrisers Hyderabad 182/6 (20 ov),182/6 (20 ov),Lucknow Super Giants 185/3 (19.2/20 ov),185/3 (19.2/20 ov),Lucknow Super Giants won by 7 wickets (with 4 balls remaining)
58,"May 13, 2023",https://www.espncricinfo.com/series/8048/scorecard/1359533/delhi-capitals-vs-punjab-kings-59th-match-indian-premier-league-2023,Punjab Kings 167/7 (20 ov),167/7 (20 ov),Delhi Capitals 136/8 (20 ov),136/8 (20 ov),Punjab Kings won by 31 runs
59,"May 14, 2023",https://www.espncricinfo.com/series/8048/scorecard/1359534/rajasthan-royals-vs-royal-challengers-bangalore-60th-match-indian-premier-league-2023,RCB 171/5 (20 ov),171/5 (20 ov),Rajasthan Royals 59 (10.3/20 ov),59 (10.3/20 ov),Royal Challengers Bangalore won by 112 runs
60,"May 14, 2023",https://www.espncricinfo.com/series/8048/scorecard/1359535/chennai-super-kings-vs-kolkata-knight-riders-61st-match-indian-premier-league-2023,Chennai Super Kings 144/6 (20 ov),144/6 (20 ov),Kolkata Knight Riders 147/4 (18.3/20 ov),147/4 (18.3/20 ov),Kolkata Knight Riders won by 6 wickets (with 9 balls remaining)
61,"May 15, 2023",https://www.espncricinfo.com/series/8048/scorecard/1359536/gujarat-titans-vs-sunrisers-hyderabad-62nd-match-indian-premier-league-2023,Gujarat Titans 188/9 (20 ov),188/9 (20 ov),Sunrisers Hyderabad 154/9 (20 ov),154/9 (20 ov),Gujarat Titans won by 34 runs
62,"May 16, 2023",https://www.espncricinfo.com/series/8048/scorecard/1359537/lucknow-super-giants-vs-mumbai-indians-63rd-match-indian-premier-league-2023,Lucknow Super Giants 177/3 (20 ov),177/3 (20 ov),Mumbai Indians 172/5 (20 ov),172/5 (20 ov),Lucknow Super Giants won by 5 runs
63,"May 17, 2023",https://www.espncricinfo.com/series/8048/scorecard/1359538/punjab-kings-vs-delhi-capitals-64th-match-indian-premier-league-2023,Delhi Capitals 213/2 (20 ov),213/2 (20 ov),Punjab Kings 198/8 (20 ov),198/8 (20 ov),Delhi Capitals won by 15 runs
64,"May 18, 2023",https://www.espncricinfo.com/series/8048/scorecard/1359539/sunrisers-hyderabad-vs-royal-challengers-bangalore-65th-match-indian-premier-league-2023,Sunrisers Hyderabad 186/5 (20 ov),186/5 (20 ov),RCB 187/2 (19.2/20 ov),187/2 (19.2/20 ov),Royal Challengers Bangalore won by 8 wickets (with 4 balls remaining)
65,"May 19, 2023",https://www.espncricinfo.com/series/8048/scorecard/1359540/punjab-kings-vs-rajasthan-royals-66th-match-indian-premier-league-2023,Punjab Kings 187/5 (20 ov),187/5 (20 ov),Rajasthan Royals 189/6 (19.4/20 ov),189/6 (19.4/20 ov),Rajasthan Royals won by 4 wickets (with 2 balls remaining)
66,"May 20, 2023",https://www.espncricinfo.com/series/8048/scorecard/1359541/delhi-capitals-vs-chennai-super-kings-67th-match-indian-premier-league-2023,Chennai Super Kings 223/3 (20 ov),223/3 (20 ov),Delhi Capitals 146/9 (20 ov),146/9 (20 ov),Chennai Super Kings won by 77 runs
67,"May 20, 2023",https://www.espncricinfo.com/series/8048/scorecard/1359542/kolkata-knight-riders-vs-lucknow-super-giants-68th-match-indian-premier-league-2023,Lucknow Super Giants 176/8 (20 ov),176/8 (20 ov),Kolkata Knight Riders 175/7 (20 ov),175/7 (20 ov),Lucknow Super Giants won by 1 run
68,"May 21, 2023",https://www.espncricinfo.com/series/8048/scorecard/1359543/mumbai-indians-vs-sunrisers-hyderabad-69th-match-indian-premier-league-2023,Sunrisers Hyderabad 200/5 (20 ov),200/5 (20 ov),Mumbai Indians 201/2 (18/20 ov),201/2 (18/20 ov),Mumbai Indians won by 8 wickets (with 12 balls remaining)
69,"May 21, 2023",https://www.espncricinfo.com/series/8048/scorecard/1359544/royal-challengers-bangalore-vs-gujarat-titans-70th-match-indian-premier-league-2023,RCB 197/5 (20 ov),197/5 (20 ov),Gujarat Titans 198/4 (19.1/20 ov),198/4 (19.1/20 ov),Gujarat Titans won by 6 wickets (with 5 balls remaining)
70,"May 23, 2023",https://www.espncricinfo.com/series/8048/scorecard/1370350/chennai-super-kings-vs-gujarat-titans-qualifier-1-indian-premier-league-2023,Chennai Super Kings 172/7 (20 ov),172/7 (20 ov),Gujarat Titans 157 (20 ov),157 (20 ov),Chennai Super Kings won by 15 runs
71,"May 24, 2023",https://www.espncricinfo.com/series/8048/scorecard/1370351/lucknow-super-giants-vs-mumbai-indians-eliminator-indian-premier-league-2023,Mumbai Indians 182/8 (20 ov),182/8 (20 ov),Lucknow Super Giants 101 (16.3/20 ov),101 (16.3/20 ov),Mumbai Indians won by 81 runs
72,"May 26, 2023",https://www.espncricinfo.com/series/8048/scorecard/1370352/gujarat-titans-vs-mumbai-indians-qualifier-2-indian-premier-league-2023,Gujarat Titans 233/3 (20 ov),233/3 (20 ov),Mumbai Indians 171 (18.2/20 ov),171 (18.2/20 ov),Gujarat Titans won by 62 runs
73,"May 28-29, 2023",https://www.espncricinfo.com/series/8048/scorecard/1370353/gujarat-titans-vs-chennai-super-kings-final-indian-premier-league-2023,Gujarat Titans 214/4 (20 ov),214/4 (20 ov),"Chennai Super Kings 171/5 (15 ov, target: 171)","171/5 (15 ov, target: 171)",Chennai Super Kings won by 5 wickets (with 0 balls remaining) (DLS method)
