,match_date,match_link,first_inn_team,first_inn_score,second_inn_team,second_inn_score,match_result
14,"Apr 18, 2018",https://www.espncricinfo.com/series/8048/scorecard/1136575/rajasthan-royals-vs-kolkata-knight-riders-15th-match-indian-premier-league-2018,Rajasthan Royals 160/8 (20 ov),160/8 (20 ov),Kolkata Knight Riders 163/3 (18.5/20 ov),163/3 (18.5/20 ov),Kolkata Knight Riders won by 7 wickets (with 7 balls remaining)
15,"Apr 19, 2018",https://www.espncricinfo.com/series/8048/scorecard/1136576/kings-xi-punjab-vs-sunrisers-hyderabad-16th-match-indian-premier-league-2018,Kings XI Punjab 193/3 (20 ov),193/3 (20 ov),Sunrisers Hyderabad 178/4 (20 ov),178/4 (20 ov),Kings XI Punjab won by 15 runs
16,"Apr 20, 2018",https://www.espncricinfo.com/series/8048/scorecard/1136577/chennai-super-kings-vs-rajasthan-royals-17th-match-indian-premier-league-2018,Chennai Super Kings 204/5 (20 ov),204/5 (20 ov),Rajasthan Royals 140 (18.3/20 ov),140 (18.3/20 ov),Chennai Super Kings won by 64 runs
17,"Apr 21, 2018",https://www.espncricinfo.com/series/8048/scorecard/1136578/kolkata-knight-riders-vs-kings-xi-punjab-18th-match-indian-premier-league-2018,Kolkata Knight Riders 191/7 (20 ov),191/7 (20 ov),"Kings XI Punjab 126/1 (11.1/13 ov, target: 125)","126/1 (11.1/13 ov, target: 125)",Kings XI Punjab won by 9 wickets (with 11 balls remaining) (D/L method)
18,"Apr 21, 2018",https://www.espncricinfo.com/series/8048/scorecard/1136579/royal-challengers-bangalore-vs-delhi-daredevils-19th-match-indian-premier-league-2018,Delhi Daredevils 174/5 (20 ov),174/5 (20 ov),RCB 176/4 (18/20 ov),176/4 (18/20 ov),Royal Challengers Bangalore won by 6 wickets (with 12 balls remaining)
19,"Apr 22, 2018",https://www.espncricinfo.com/series/8048/scorecard/1136580/sunrisers-hyderabad-vs-chennai-super-kings-20th-match-indian-premier-league-2018,Chennai Super Kings 182/3 (20 ov),182/3 (20 ov),Sunrisers Hyderabad 178/6 (20 ov),178/6 (20 ov),Chennai Super Kings won by 4 runs
20,"Apr 22, 2018",https://www.espncricinfo.com/series/8048/scorecard/1136581/rajasthan-royals-vs-mumbai-indians-21st-match-indian-premier-league-2018,Mumbai Indians 167/7 (20 ov),167/7 (20 ov),Rajasthan Royals 168/7 (19.4/20 ov),168/7 (19.4/20 ov),Rajasthan Royals won by 3 wickets (with 2 balls remaining)
21,"Apr 23, 2018",https://www.espncricinfo.com/series/8048/scorecard/1136582/delhi-daredevils-vs-kings-xi-punjab-22nd-match-indian-premier-league-2018,Kings XI Punjab 143/8 (20 ov),143/8 (20 ov),Delhi Daredevils 139/8 (20 ov),139/8 (20 ov),Kings XI Punjab won by 4 runs
22,"Apr 24, 2018",https://www.espncricinfo.com/series/8048/scorecard/1136583/mumbai-indians-vs-sunrisers-hyderabad-23rd-match-indian-premier-league-2018,Sunrisers Hyderabad 118 (18.4/20 ov),118 (18.4/20 ov),Mumbai Indians 87 (18.5/20 ov),87 (18.5/20 ov),Sunrisers Hyderabad won by 31 runs
23,"Apr 25, 2018",https://www.espncricinfo.com/series/8048/scorecard/1136584/royal-challengers-bangalore-vs-chennai-super-kings-24th-match-indian-premier-league-2018,RCB 205/8 (20 ov),205/8 (20 ov),Chennai Super Kings 207/5 (19.4/20 ov),207/5 (19.4/20 ov),Chennai Super Kings won by 5 wickets (with 2 balls remaining)
24,"Apr 26, 2018",https://www.espncricinfo.com/series/8048/scorecard/1136585/sunrisers-hyderabad-vs-kings-xi-punjab-25th-match-indian-premier-league-2018,Sunrisers Hyderabad 132/6 (20 ov),132/6 (20 ov),Kings XI Punjab 119 (19.2/20 ov),119 (19.2/20 ov),Sunrisers Hyderabad won by 13 runs
25,"Apr 27, 2018",https://www.espncricinfo.com/series/8048/scorecard/1136586/delhi-daredevils-vs-kolkata-knight-riders-26th-match-indian-premier-league-2018,Delhi Daredevils 219/4 (20 ov),219/4 (20 ov),Kolkata Knight Riders 164/9 (20 ov),164/9 (20 ov),Delhi Daredevils won by 55 runs
26,"Apr 28, 2018",https://www.espncricinfo.com/series/8048/scorecard/1136587/chennai-super-kings-vs-mumbai-indians-27th-match-indian-premier-league-2018,Chennai Super Kings 169/5 (20 ov),169/5 (20 ov),Mumbai Indians 170/2 (19.4/20 ov),170/2 (19.4/20 ov),Mumbai Indians won by 8 wickets (with 2 balls remaining)
27,"Apr 29, 2018",https://www.espncricinfo.com/series/8048/scorecard/1136588/rajasthan-royals-vs-sunrisers-hyderabad-28th-match-indian-premier-league-2018,Sunrisers Hyderabad 151/7 (20 ov),151/7 (20 ov),Rajasthan Royals 140/6 (20 ov),140/6 (20 ov),Sunrisers Hyderabad won by 11 runs
28,"Apr 29, 2018",https://www.espncricinfo.com/series/8048/scorecard/1136589/royal-challengers-bangalore-vs-kolkata-knight-riders-29th-match-indian-premier-league-2018,RCB 175/4 (20 ov),175/4 (20 ov),Kolkata Knight Riders 176/4 (19.1/20 ov),176/4 (19.1/20 ov),Kolkata Knight Riders won by 6 wickets (with 5 balls remaining)
29,"Apr 30, 2018",https://www.espncricinfo.com/series/8048/scorecard/1136590/chennai-super-kings-vs-delhi-daredevils-30th-match-indian-premier-league-2018,Chennai Super Kings 211/4 (20 ov),211/4 (20 ov),Delhi Daredevils 198/5 (20 ov),198/5 (20 ov),Chennai Super Kings won by 13 runs
30,"May 1, 2018",https://www.espncricinfo.com/series/8048/scorecard/1136591/royal-challengers-bangalore-vs-mumbai-indians-31st-match-indian-premier-league-2018,RCB 167/7 (20 ov),167/7 (20 ov),Mumbai Indians 153/7 (20 ov),153/7 (20 ov),Royal Challengers Bangalore won by 14 runs
31,"May 2, 2018",https://www.espncricinfo.com/series/8048/scorecard/1136592/delhi-daredevils-vs-rajasthan-royals-32nd-match-indian-premier-league-2018,Delhi Daredevils 196/6 (17.1 ov),196/6 (17.1 ov),"Rajasthan Royals 146/5 (12 ov, target: 151)","146/5 (12 ov, target: 151)",Delhi Daredevils won by 4 runs (D/L method)
32,"May 3, 2018",https://www.espncricinfo.com/series/8048/scorecard/1136593/kolkata-knight-riders-vs-chennai-super-kings-33rd-match-indian-premier-league-2018,Chennai Super Kings 177/5 (20 ov),177/5 (20 ov),Kolkata Knight Riders 180/4 (17.4/20 ov),180/4 (17.4/20 ov),Kolkata Knight Riders won by 6 wickets (with 14 balls remaining)
33,"May 4, 2018",https://www.espncricinfo.com/series/8048/scorecard/1136594/kings-xi-punjab-vs-mumbai-indians-34th-match-indian-premier-league-2018,Kings XI Punjab 174/6 (20 ov),174/6 (20 ov),Mumbai Indians 176/4 (19/20 ov),176/4 (19/20 ov),Mumbai Indians won by 6 wickets (with 6 balls remaining)
34,"May 5, 2018",https://www.espncricinfo.com/series/8048/scorecard/1136595/chennai-super-kings-vs-royal-challengers-bangalore-35th-match-indian-premier-league-2018,RCB 127/9 (20 ov),127/9 (20 ov),Chennai Super Kings 128/4 (18/20 ov),128/4 (18/20 ov),Chennai Super Kings won by 6 wickets (with 12 balls remaining)
35,"May 5, 2018",https://www.espncricinfo.com/series/8048/scorecard/1136596/sunrisers-hyderabad-vs-delhi-daredevils-36th-match-indian-premier-league-2018,Delhi Daredevils 163/5 (20 ov),163/5 (20 ov),Sunrisers Hyderabad 164/3 (19.5/20 ov),164/3 (19.5/20 ov),Sunrisers Hyderabad won by 7 wickets (with 1 ball remaining)
36,"May 6, 2018",https://www.espncricinfo.com/series/8048/scorecard/1136597/mumbai-indians-vs-kolkata-knight-riders-37th-match-indian-premier-league-2018,Mumbai Indians 181/4 (20 ov),181/4 (20 ov),Kolkata Knight Riders 168/6 (20 ov),168/6 (20 ov),Mumbai Indians won by 13 runs
37,"May 6, 2018",https://www.espncricinfo.com/series/8048/scorecard/1136598/kings-xi-punjab-vs-rajasthan-royals-38th-match-indian-premier-league-2018,Rajasthan Royals 152/9 (20 ov),152/9 (20 ov),Kings XI Punjab 155/4 (18.4/20 ov),155/4 (18.4/20 ov),Kings XI Punjab won by 6 wickets (with 8 balls remaining)
38,"May 7, 2018",https://www.espncricinfo.com/series/8048/scorecard/1136599/sunrisers-hyderabad-vs-royal-challengers-bangalore-39th-match-indian-premier-league-2018,Sunrisers Hyderabad 146 (20 ov),146 (20 ov),RCB 141/6 (20 ov),141/6 (20 ov),Sunrisers Hyderabad won by 5 runs
39,"May 8, 2018",https://www.espncricinfo.com/series/8048/scorecard/1136600/rajasthan-royals-vs-kings-xi-punjab-40th-match-indian-premier-league-2018,Rajasthan Royals 158/8 (20 ov),158/8 (20 ov),Kings XI Punjab 143/7 (20 ov),143/7 (20 ov),Rajasthan Royals won by 15 runs
40,"May 9, 2018",https://www.espncricinfo.com/series/8048/scorecard/1136601/kolkata-knight-riders-vs-mumbai-indians-41st-match-indian-premier-league-2018,Mumbai Indians 210/6 (20 ov),210/6 (20 ov),Kolkata Knight Riders 108 (18.1/20 ov),108 (18.1/20 ov),Mumbai Indians won by 102 runs
41,"May 10, 2018",https://www.espncricinfo.com/series/8048/scorecard/1136602/delhi-daredevils-vs-sunrisers-hyderabad-42nd-match-indian-premier-league-2018,Delhi Daredevils 187/5 (20 ov),187/5 (20 ov),Sunrisers Hyderabad 191/1 (18.5/20 ov),191/1 (18.5/20 ov),Sunrisers Hyderabad won by 9 wickets (with 7 balls remaining)
42,"May 11, 2018",https://www.espncricinfo.com/series/8048/scorecard/1136603/rajasthan-royals-vs-chennai-super-kings-43rd-match-indian-premier-league-2018,Chennai Super Kings 176/4 (20 ov),176/4 (20 ov),Rajasthan Royals 177/6 (19.5/20 ov),177/6 (19.5/20 ov),Rajasthan Royals won by 4 wickets (with 1 ball remaining)
43,"May 12, 2018",https://www.espncricinfo.com/series/8048/scorecard/1136604/kings-xi-punjab-vs-kolkata-knight-riders-44th-match-indian-premier-league-2018,Kolkata Knight Riders 245/6 (20 ov),245/6 (20 ov),Kings XI Punjab 214/8 (20 ov),214/8 (20 ov),Kolkata Knight Riders won by 31 runs
44,"May 12, 2018",https://www.espncricinfo.com/series/8048/scorecard/1136605/delhi-daredevils-vs-royal-challengers-bangalore-45th-match-indian-premier-league-2018,Delhi Daredevils 181/4 (20 ov),181/4 (20 ov),RCB 187/5 (19/20 ov),187/5 (19/20 ov),Royal Challengers Bangalore won by 5 wickets (with 6 balls remaining)
45,"May 13, 2018",https://www.espncricinfo.com/series/8048/scorecard/1136606/chennai-super-kings-vs-sunrisers-hyderabad-46th-match-indian-premier-league-2018,Sunrisers Hyderabad 179/4 (20 ov),179/4 (20 ov),Chennai Super Kings 180/2 (19/20 ov),180/2 (19/20 ov),Chennai Super Kings won by 8 wickets (with 6 balls remaining)
46,"May 13, 2018",https://www.espncricinfo.com/series/8048/scorecard/1136607/mumbai-indians-vs-rajasthan-royals-47th-match-indian-premier-league-2018,Mumbai Indians 168/6 (20 ov),168/6 (20 ov),Rajasthan Royals 171/3 (18/20 ov),171/3 (18/20 ov),Rajasthan Royals won by 7 wickets (with 12 balls remaining)
47,"May 14, 2018",https://www.espncricinfo.com/series/8048/scorecard/1136608/kings-xi-punjab-vs-royal-challengers-bangalore-48th-match-indian-premier-league-2018,Kings XI Punjab 88 (15.1/20 ov),88 (15.1/20 ov),RCB 92/0 (8.1/20 ov),92/0 (8.1/20 ov),Royal Challengers Bangalore won by 10 wickets (with 71 balls remaining)
48,"May 15, 2018",https://www.espncricinfo.com/series/8048/scorecard/1136609/kolkata-knight-riders-vs-rajasthan-royals-49th-match-indian-premier-league-2018,Rajasthan Royals 142 (19/20 ov),142 (19/20 ov),Kolkata Knight Riders 145/4 (18/20 ov),145/4 (18/20 ov),Kolkata Knight Riders won by 6 wickets (with 12 balls remaining)
49,"May 16, 2018",https://www.espncricinfo.com/series/8048/scorecard/1136610/mumbai-indians-vs-kings-xi-punjab-50th-match-indian-premier-league-2018,Mumbai Indians 186/8 (20 ov),186/8 (20 ov),Kings XI Punjab 183/5 (20 ov),183/5 (20 ov),Mumbai Indians won by 3 runs
50,"May 17, 2018",https://www.espncricinfo.com/series/8048/scorecard/1136611/royal-challengers-bangalore-vs-sunrisers-hyderabad-51st-match-indian-premier-league-2018,RCB 218/6 (20 ov),218/6 (20 ov),Sunrisers Hyderabad 204/3 (20 ov),204/3 (20 ov),Royal Challengers Bangalore won by 14 runs
51,"May 18, 2018",https://www.espncricinfo.com/series/8048/scorecard/1136612/delhi-daredevils-vs-chennai-super-kings-52nd-match-indian-premier-league-2018,Delhi Daredevils 162/5 (20 ov),162/5 (20 ov),Chennai Super Kings 128/6 (20 ov),128/6 (20 ov),Delhi Daredevils won by 34 runs
52,"May 19, 2018",https://www.espncricinfo.com/series/8048/scorecard/1136613/rajasthan-royals-vs-royal-challengers-bangalore-53rd-match-indian-premier-league-2018,Rajasthan Royals 164/5 (20 ov),164/5 (20 ov),RCB 134 (19.2/20 ov),134 (19.2/20 ov),Rajasthan Royals won by 30 runs
53,"May 19, 2018",https://www.espncricinfo.com/series/8048/scorecard/1136614/sunrisers-hyderabad-vs-kolkata-knight-riders-54th-match-indian-premier-league-2018,Sunrisers Hyderabad 172/9 (20 ov),172/9 (20 ov),Kolkata Knight Riders 173/5 (19.4/20 ov),173/5 (19.4/20 ov),Kolkata Knight Riders won by 5 wickets (with 2 balls remaining)
54,"May 20, 2018",https://www.espncricinfo.com/series/8048/scorecard/1136615/delhi-daredevils-vs-mumbai-indians-55th-match-indian-premier-league-2018,Delhi Daredevils 174/4 (20 ov),174/4 (20 ov),Mumbai Indians 163 (19.3/20 ov),163 (19.3/20 ov),Delhi Daredevils won by 11 runs
55,"May 20, 2018",https://www.espncricinfo.com/series/8048/scorecard/1136616/chennai-super-kings-vs-kings-xi-punjab-56th-match-indian-premier-league-2018,Kings XI Punjab 153 (19.4/20 ov),153 (19.4/20 ov),Chennai Super Kings 159/5 (19.1/20 ov),159/5 (19.1/20 ov),Chennai Super Kings won by 5 wickets (with 5 balls remaining)
56,"May 22, 2018",https://www.espncricinfo.com/series/8048/scorecard/1136617/chennai-super-kings-vs-sunrisers-hyderabad-qualifier-1-indian-premier-league-2018,Sunrisers Hyderabad 139/7 (20 ov),139/7 (20 ov),Chennai Super Kings 140/8 (19.1/20 ov),140/8 (19.1/20 ov),Chennai Super Kings won by 2 wickets (with 5 balls remaining)
57,"May 23, 2018",https://www.espncricinfo.com/series/8048/scorecard/1136618/kolkata-knight-riders-vs-rajasthan-royals-eliminator-indian-premier-league-2018,Kolkata Knight Riders 169/7 (20 ov),169/7 (20 ov),Rajasthan Royals 144/4 (20 ov),144/4 (20 ov),Kolkata Knight Riders won by 25 runs
58,"May 25, 2018",https://www.espncricinfo.com/series/8048/scorecard/1136619/kolkata-knight-riders-vs-sunrisers-hyderabad-qualifier-2-indian-premier-league-2018,Sunrisers Hyderabad 174/7 (20 ov),174/7 (20 ov),Kolkata Knight Riders 160/9 (20 ov),160/9 (20 ov),Sunrisers Hyderabad won by 14 runs
59,"May 27, 2018",https://www.espncricinfo.com/series/8048/scorecard/1136620/chennai-super-kings-vs-sunrisers-hyderabad-final-indian-premier-league-2018,Sunrisers Hyderabad 178/6 (20 ov),178/6 (20 ov),Chennai Super Kings 181/2 (18.3/20 ov),181/2 (18.3/20 ov),Chennai Super Kings won by 8 wickets (with 9 balls remaining)
