,match_date,match_link,first_inn_team,first_inn_score,second_inn_team,second_inn_score,match_result
10,"Mar 31, 2019",https://www.espncricinfo.com/series/8048/scorecard/1175366/sunrisers-hyderabad-vs-royal-challengers-bangalore-11th-match-indian-premier-league-2019,Sunrisers Hyderabad 231/2 (20 ov),231/2 (20 ov),RCB 113 (19.5/20 ov),113 (19.5/20 ov),Sunrisers Hyderabad won by 118 runs
11,"Mar 31, 2019",https://www.espncricinfo.com/series/8048/scorecard/1175367/chennai-super-kings-vs-rajasthan-royals-12th-match-indian-premier-league-2019,Chennai Super Kings 175/5 (20 ov),175/5 (20 ov),Rajasthan Royals 167/8 (20 ov),167/8 (20 ov),Chennai Super Kings won by 8 runs
12,"Apr 1, 2019",https://www.espncricinfo.com/series/8048/scorecard/1175368/kings-xi-punjab-vs-delhi-capitals-13th-match-indian-premier-league-2019,Kings XI Punjab 166/9 (20 ov),166/9 (20 ov),Delhi Capitals 152 (19.2/20 ov),152 (19.2/20 ov),Kings XI Punjab won by 14 runs
13,"Apr 2, 2019",https://www.espncricinfo.com/series/8048/scorecard/1175369/rajasthan-royals-vs-royal-challengers-bangalore-14th-match-indian-premier-league-2019,RCB 158/4 (20 ov),158/4 (20 ov),Rajasthan Royals 164/3 (19.5/20 ov),164/3 (19.5/20 ov),Rajasthan Royals won by 7 wickets (with 1 ball remaining)
14,"Apr 3, 2019",https://www.espncricinfo.com/series/8048/scorecard/1175370/mumbai-indians-vs-chennai-super-kings-15th-match-indian-premier-league-2019,Mumbai Indians 170/5 (20 ov),170/5 (20 ov),Chennai Super Kings 133/8 (20 ov),133/8 (20 ov),Mumbai Indians won by 37 runs
15,"Apr 4, 2019",https://www.espncricinfo.com/series/8048/scorecard/1175371/delhi-capitals-vs-sunrisers-hyderabad-16th-match-indian-premier-league-2019,Delhi Capitals 129/8 (20 ov),129/8 (20 ov),Sunrisers Hyderabad 131/5 (18.3/20 ov),131/5 (18.3/20 ov),Sunrisers Hyderabad won by 5 wickets (with 9 balls remaining)
16,"Apr 5, 2019",https://www.espncricinfo.com/series/8048/scorecard/1175372/royal-challengers-bangalore-vs-kolkata-knight-riders-17th-match-indian-premier-league-2019,RCB 205/3 (20 ov),205/3 (20 ov),Kolkata Knight Riders 206/5 (19.1/20 ov),206/5 (19.1/20 ov),Kolkata Knight Riders won by 5 wickets (with 5 balls remaining)
17,"Apr 6, 2019",https://www.espncricinfo.com/series/8048/scorecard/1178393/chennai-super-kings-vs-kings-xi-punjab-18th-match-indian-premier-league-2019,Chennai Super Kings 160/3 (20 ov),160/3 (20 ov),Kings XI Punjab 138/5 (20 ov),138/5 (20 ov),Chennai Super Kings won by 22 runs
18,"Apr 6, 2019",https://www.espncricinfo.com/series/8048/scorecard/1178394/sunrisers-hyderabad-vs-mumbai-indians-19th-match-indian-premier-league-2019,Mumbai Indians 136/7 (20 ov),136/7 (20 ov),Sunrisers Hyderabad 96 (17.4/20 ov),96 (17.4/20 ov),Mumbai Indians won by 40 runs
19,"Apr 7, 2019",https://www.espncricinfo.com/series/8048/scorecard/1178395/royal-challengers-bangalore-vs-delhi-capitals-20th-match-indian-premier-league-2019,RCB 149/8 (20 ov),149/8 (20 ov),Delhi Capitals 152/6 (18.5/20 ov),152/6 (18.5/20 ov),Delhi Capitals won by 4 wickets (with 7 balls remaining)
20,"Apr 7, 2019",https://www.espncricinfo.com/series/8048/scorecard/1178396/rajasthan-royals-vs-kolkata-knight-riders-21st-match-indian-premier-league-2019,Rajasthan Royals 139/3 (20 ov),139/3 (20 ov),Kolkata Knight Riders 140/2 (13.5/20 ov),140/2 (13.5/20 ov),Kolkata Knight Riders won by 8 wickets (with 37 balls remaining)
21,"Apr 8, 2019",https://www.espncricinfo.com/series/8048/scorecard/1178397/kings-xi-punjab-vs-sunrisers-hyderabad-22nd-match-indian-premier-league-2019,Sunrisers Hyderabad 150/4 (20 ov),150/4 (20 ov),Kings XI Punjab 151/4 (19.5/20 ov),151/4 (19.5/20 ov),Kings XI Punjab won by 6 wickets (with 1 ball remaining)
22,"Apr 9, 2019",https://www.espncricinfo.com/series/8048/scorecard/1178398/chennai-super-kings-vs-kolkata-knight-riders-23rd-match-indian-premier-league-2019,Kolkata Knight Riders 108/9 (20 ov),108/9 (20 ov),Chennai Super Kings 111/3 (17.2/20 ov),111/3 (17.2/20 ov),Chennai Super Kings won by 7 wickets (with 16 balls remaining)
23,"Apr 10, 2019",https://www.espncricinfo.com/series/8048/scorecard/1178399/mumbai-indians-vs-kings-xi-punjab-24th-match-indian-premier-league-2019,Kings XI Punjab 197/4 (20 ov),197/4 (20 ov),Mumbai Indians 198/7 (20 ov),198/7 (20 ov),Mumbai Indians won by 3 wickets (with 0 balls remaining)
24,"Apr 11, 2019",https://www.espncricinfo.com/series/8048/scorecard/1178400/rajasthan-royals-vs-chennai-super-kings-25th-match-indian-premier-league-2019,Rajasthan Royals 151/7 (20 ov),151/7 (20 ov),Chennai Super Kings 155/6 (20 ov),155/6 (20 ov),Chennai Super Kings won by 4 wickets (with 0 balls remaining)
25,"Apr 12, 2019",https://www.espncricinfo.com/series/8048/scorecard/1178401/kolkata-knight-riders-vs-delhi-capitals-26th-match-indian-premier-league-2019,Kolkata Knight Riders 178/7 (20 ov),178/7 (20 ov),Delhi Capitals 180/3 (18.5/20 ov),180/3 (18.5/20 ov),Delhi Capitals won by 7 wickets (with 7 balls remaining)
26,"Apr 13, 2019",https://www.espncricinfo.com/series/8048/scorecard/1178402/mumbai-indians-vs-rajasthan-royals-27th-match-indian-premier-league-2019,Mumbai Indians 187/5 (20 ov),187/5 (20 ov),Rajasthan Royals 188/6 (19.3/20 ov),188/6 (19.3/20 ov),Rajasthan Royals won by 4 wickets (with 3 balls remaining)
27,"Apr 13, 2019",https://www.espncricinfo.com/series/8048/scorecard/1178403/kings-xi-punjab-vs-royal-challengers-bangalore-28th-match-indian-premier-league-2019,Kings XI Punjab 173/4 (20 ov),173/4 (20 ov),RCB 174/2 (19.2/20 ov),174/2 (19.2/20 ov),Royal Challengers Bangalore won by 8 wickets (with 4 balls remaining)
28,"Apr 14, 2019",https://www.espncricinfo.com/series/8048/scorecard/1178404/kolkata-knight-riders-vs-chennai-super-kings-29th-match-indian-premier-league-2019,Kolkata Knight Riders 161/8 (20 ov),161/8 (20 ov),Chennai Super Kings 162/5 (19.4/20 ov),162/5 (19.4/20 ov),Chennai Super Kings won by 5 wickets (with 2 balls remaining)
29,"Apr 14, 2019",https://www.espncricinfo.com/series/8048/scorecard/1178405/sunrisers-hyderabad-vs-delhi-capitals-30th-match-indian-premier-league-2019,Delhi Capitals 155/7 (20 ov),155/7 (20 ov),Sunrisers Hyderabad 116 (18.5/20 ov),116 (18.5/20 ov),Delhi Capitals won by 39 runs
30,"Apr 15, 2019",https://www.espncricinfo.com/series/8048/scorecard/1178406/mumbai-indians-vs-royal-challengers-bangalore-31st-match-indian-premier-league-2019,RCB 171/7 (20 ov),171/7 (20 ov),Mumbai Indians 172/5 (19/20 ov),172/5 (19/20 ov),Mumbai Indians won by 5 wickets (with 6 balls remaining)
31,"Apr 16, 2019",https://www.espncricinfo.com/series/8048/scorecard/1178407/kings-xi-punjab-vs-rajasthan-royals-32nd-match-indian-premier-league-2019,Kings XI Punjab 182/6 (20 ov),182/6 (20 ov),Rajasthan Royals 170/7 (20 ov),170/7 (20 ov),Kings XI Punjab won by 12 runs
32,"Apr 17, 2019",https://www.espncricinfo.com/series/8048/scorecard/1178408/sunrisers-hyderabad-vs-chennai-super-kings-33rd-match-indian-premier-league-2019,Chennai Super Kings 132/5 (20 ov),132/5 (20 ov),Sunrisers Hyderabad 137/4 (16.5/20 ov),137/4 (16.5/20 ov),Sunrisers Hyderabad won by 6 wickets (with 19 balls remaining)
33,"Apr 18, 2019",https://www.espncricinfo.com/series/8048/scorecard/1178409/delhi-capitals-vs-mumbai-indians-34th-match-indian-premier-league-2019,Mumbai Indians 168/5 (20 ov),168/5 (20 ov),Delhi Capitals 128/9 (20 ov),128/9 (20 ov),Mumbai Indians won by 40 runs
34,"Apr 19, 2019",https://www.espncricinfo.com/series/8048/scorecard/1178410/kolkata-knight-riders-vs-royal-challengers-bangalore-35th-match-indian-premier-league-2019,RCB 213/4 (20 ov),213/4 (20 ov),Kolkata Knight Riders 203/5 (20 ov),203/5 (20 ov),Royal Challengers Bangalore won by 10 runs
35,"Apr 20, 2019",https://www.espncricinfo.com/series/8048/scorecard/1178411/rajasthan-royals-vs-mumbai-indians-36th-match-indian-premier-league-2019,Mumbai Indians 161/5 (20 ov),161/5 (20 ov),Rajasthan Royals 162/5 (19.1/20 ov),162/5 (19.1/20 ov),Rajasthan Royals won by 5 wickets (with 5 balls remaining)
36,"Apr 20, 2019",https://www.espncricinfo.com/series/8048/scorecard/1178412/delhi-capitals-vs-kings-xi-punjab-37th-match-indian-premier-league-2019,Kings XI Punjab 163/7 (20 ov),163/7 (20 ov),Delhi Capitals 166/5 (19.4/20 ov),166/5 (19.4/20 ov),Delhi Capitals won by 5 wickets (with 2 balls remaining)
37,"Apr 21, 2019",https://www.espncricinfo.com/series/8048/scorecard/1178413/sunrisers-hyderabad-vs-kolkata-knight-riders-38th-match-indian-premier-league-2019,Kolkata Knight Riders 159/8 (20 ov),159/8 (20 ov),Sunrisers Hyderabad 161/1 (15/20 ov),161/1 (15/20 ov),Sunrisers Hyderabad won by 9 wickets (with 30 balls remaining)
38,"Apr 21, 2019",https://www.espncricinfo.com/series/8048/scorecard/1178414/royal-challengers-bangalore-vs-chennai-super-kings-39th-match-indian-premier-league-2019,RCB 161/7 (20 ov),161/7 (20 ov),Chennai Super Kings 160/8 (20 ov),160/8 (20 ov),Royal Challengers Bangalore won by 1 run
39,"Apr 22, 2019",https://www.espncricinfo.com/series/8048/scorecard/1178415/rajasthan-royals-vs-delhi-capitals-40th-match-indian-premier-league-2019,Rajasthan Royals 191/6 (20 ov),191/6 (20 ov),Delhi Capitals 193/4 (19.2/20 ov),193/4 (19.2/20 ov),Delhi Capitals won by 6 wickets (with 4 balls remaining)
40,"Apr 23, 2019",https://www.espncricinfo.com/series/8048/scorecard/1178416/chennai-super-kings-vs-sunrisers-hyderabad-41st-match-indian-premier-league-2019,Sunrisers Hyderabad 175/3 (20 ov),175/3 (20 ov),Chennai Super Kings 176/4 (19.5/20 ov),176/4 (19.5/20 ov),Chennai Super Kings won by 6 wickets (with 1 ball remaining)
41,"Apr 24, 2019",https://www.espncricinfo.com/series/8048/scorecard/1178417/royal-challengers-bangalore-vs-kings-xi-punjab-42nd-match-indian-premier-league-2019,RCB 202/4 (20 ov),202/4 (20 ov),Kings XI Punjab 185/7 (20 ov),185/7 (20 ov),Royal Challengers Bangalore won by 17 runs
42,"Apr 25, 2019",https://www.espncricinfo.com/series/8048/scorecard/1178418/kolkata-knight-riders-vs-rajasthan-royals-43rd-match-indian-premier-league-2019,Kolkata Knight Riders 175/6 (20 ov),175/6 (20 ov),Rajasthan Royals 177/7 (19.2/20 ov),177/7 (19.2/20 ov),Rajasthan Royals won by 3 wickets (with 4 balls remaining)
43,"Apr 26, 2019",https://www.espncricinfo.com/series/8048/scorecard/1178419/chennai-super-kings-vs-mumbai-indians-44th-match-indian-premier-league-2019,Mumbai Indians 155/4 (20 ov),155/4 (20 ov),Chennai Super Kings 109 (17.4/20 ov),109 (17.4/20 ov),Mumbai Indians won by 46 runs
44,"Apr 27, 2019",https://www.espncricinfo.com/series/8048/scorecard/1178420/rajasthan-royals-vs-sunrisers-hyderabad-45th-match-indian-premier-league-2019,Sunrisers Hyderabad 160/8 (20 ov),160/8 (20 ov),Rajasthan Royals 161/3 (19.1/20 ov),161/3 (19.1/20 ov),Rajasthan Royals won by 7 wickets (with 5 balls remaining)
45,"Apr 28, 2019",https://www.espncricinfo.com/series/8048/scorecard/1178421/delhi-capitals-vs-royal-challengers-bangalore-46th-match-indian-premier-league-2019,Delhi Capitals 187/5 (20 ov),187/5 (20 ov),RCB 171/7 (20 ov),171/7 (20 ov),Delhi Capitals won by 16 runs
46,"Apr 28, 2019",https://www.espncricinfo.com/series/8048/scorecard/1178422/kolkata-knight-riders-vs-mumbai-indians-47th-match-indian-premier-league-2019,Kolkata Knight Riders 232/2 (20 ov),232/2 (20 ov),Mumbai Indians 198/7 (20 ov),198/7 (20 ov),Kolkata Knight Riders won by 34 runs
47,"Apr 29, 2019",https://www.espncricinfo.com/series/8048/scorecard/1178423/sunrisers-hyderabad-vs-kings-xi-punjab-48th-match-indian-premier-league-2019,Sunrisers Hyderabad 212/6 (20 ov),212/6 (20 ov),Kings XI Punjab 167/8 (20 ov),167/8 (20 ov),Sunrisers Hyderabad won by 45 runs
48,"Apr 30, 2019",https://www.espncricinfo.com/series/8048/scorecard/1178424/royal-challengers-bangalore-vs-rajasthan-royals-49th-match-indian-premier-league-2019,RCB 62/7 (5 ov),62/7 (5 ov),Rajasthan Royals 41/1 (3.2/5 ov),41/1 (3.2/5 ov),No result
49,"May 1, 2019",https://www.espncricinfo.com/series/8048/scorecard/1178425/chennai-super-kings-vs-delhi-capitals-50th-match-indian-premier-league-2019,Chennai Super Kings 179/4 (20 ov),179/4 (20 ov),Delhi Capitals 99 (16.2/20 ov),99 (16.2/20 ov),Chennai Super Kings won by 80 runs
50,"May 2, 2019",https://www.espncricinfo.com/series/8048/scorecard/1178426/mumbai-indians-vs-sunrisers-hyderabad-51st-match-indian-premier-league-2019,Mumbai Indians 162/5 (20 ov),162/5 (20 ov),Sunrisers Hyderabad 162/6 (20 ov),162/6 (20 ov),Match tied (Mumbai Indians won the one-over eliminator)
51,"May 3, 2019",https://www.espncricinfo.com/series/8048/scorecard/1178427/kings-xi-punjab-vs-kolkata-knight-riders-52nd-match-indian-premier-league-2019,Kings XI Punjab 183/6 (20 ov),183/6 (20 ov),Kolkata Knight Riders 185/3 (18/20 ov),185/3 (18/20 ov),Kolkata Knight Riders won by 7 wickets (with 12 balls remaining)
52,"May 4, 2019",https://www.espncricinfo.com/series/8048/scorecard/1178428/delhi-capitals-vs-rajasthan-royals-53rd-match-indian-premier-league-2019,Rajasthan Royals 115/9 (20 ov),115/9 (20 ov),Delhi Capitals 121/5 (16.1/20 ov),121/5 (16.1/20 ov),Delhi Capitals won by 5 wickets (with 23 balls remaining)
53,"May 4, 2019",https://www.espncricinfo.com/series/8048/scorecard/1178429/royal-challengers-bangalore-vs-sunrisers-hyderabad-54th-match-indian-premier-league-2019,Sunrisers Hyderabad 175/7 (20 ov),175/7 (20 ov),RCB 178/6 (19.2/20 ov),178/6 (19.2/20 ov),Royal Challengers Bangalore won by 4 wickets (with 4 balls remaining)
54,"May 5, 2019",https://www.espncricinfo.com/series/8048/scorecard/1178430/kings-xi-punjab-vs-chennai-super-kings-55th-match-indian-premier-league-2019,Chennai Super Kings 170/5 (20 ov),170/5 (20 ov),Kings XI Punjab 173/4 (18/20 ov),173/4 (18/20 ov),Kings XI Punjab won by 6 wickets (with 12 balls remaining)
55,"May 5, 2019",https://www.espncricinfo.com/series/8048/scorecard/1178431/mumbai-indians-vs-kolkata-knight-riders-56th-match-indian-premier-league-2019,Kolkata Knight Riders 133/7 (20 ov),133/7 (20 ov),Mumbai Indians 134/1 (16.1/20 ov),134/1 (16.1/20 ov),Mumbai Indians won by 9 wickets (with 23 balls remaining)
56,"May 7, 2019",https://www.espncricinfo.com/series/8048/scorecard/1181764/chennai-super-kings-vs-mumbai-indians-qualifier-1-indian-premier-league-2019,Chennai Super Kings 131/4 (20 ov),131/4 (20 ov),Mumbai Indians 132/4 (18.3/20 ov),132/4 (18.3/20 ov),Mumbai Indians won by 6 wickets (with 9 balls remaining)
57,"May 8, 2019",https://www.espncricinfo.com/series/8048/scorecard/1181766/sunrisers-hyderabad-vs-delhi-capitals-eliminator-indian-premier-league-2019,Sunrisers Hyderabad 162/8 (20 ov),162/8 (20 ov),Delhi Capitals 165/8 (19.5/20 ov),165/8 (19.5/20 ov),Delhi Capitals won by 2 wickets (with 1 ball remaining)
58,"May 10, 2019",https://www.espncricinfo.com/series/8048/scorecard/1181767/chennai-super-kings-vs-delhi-capitals-qualifier-2-indian-premier-league-2019,Delhi Capitals 147/9 (20 ov),147/9 (20 ov),Chennai Super Kings 151/4 (19/20 ov),151/4 (19/20 ov),Chennai Super Kings won by 6 wickets (with 6 balls remaining)
59,"May 12, 2019",https://www.espncricinfo.com/series/8048/scorecard/1181768/chennai-super-kings-vs-mumbai-indians-final-indian-premier-league-2019,Mumbai Indians 149/8 (20 ov),149/8 (20 ov),Chennai Super Kings 148/7 (20 ov),148/7 (20 ov),Mumbai Indians won by 1 run
