,match_date,match_link,first_inn_team,first_inn_score,second_inn_team,second_inn_score,match_result
13,"Apr 1, 2024",https://www.espncricinfo.com/series/8048/scorecard/1422132/mumbai-indians-vs-rajasthan-royals-14th-match-indian-premier-league-2024,Mumbai Indians 125/9 (20 ov),125/9 (20 ov),Rajasthan Royals 127/4 (15.3/20 ov),127/4 (15.3/20 ov),Rajasthan Royals won by 6 wickets (with 27 balls remaining)
14,"Apr 2, 2024",https://www.espncricinfo.com/series/8048/scorecard/1422133/royal-challengers-bengaluru-vs-lucknow-super-giants-15th-match-indian-premier-league-2024,Lucknow Super Giants 181/5 (20 ov),181/5 (20 ov),RCB 153 (19.4/20 ov),153 (19.4/20 ov),Lucknow Super Giants won by 28 runs
15,"Apr 3, 2024",https://www.espncricinfo.com/series/8048/scorecard/1422134/delhi-capitals-vs-kolkata-knight-riders-16th-match-indian-premier-league-2024,Kolkata Knight Riders 272/7 (20 ov),272/7 (20 ov),Delhi Capitals 166 (17.2/20 ov),166 (17.2/20 ov),Kolkata Knight Riders won by 106 runs
16,"Apr 4, 2024",https://www.espncricinfo.com/series/8048/scorecard/1422135/gujarat-titans-vs-punjab-kings-17th-match-indian-premier-league-2024,Gujarat Titans 199/4 (20 ov),199/4 (20 ov),Punjab Kings 200/7 (19.5/20 ov),200/7 (19.5/20 ov),Punjab Kings won by 3 wickets (with 1 ball remaining)
17,"Apr 5, 2024",https://www.espncricinfo.com/series/8048/scorecard/1422136/sunrisers-hyderabad-vs-chennai-super-kings-18th-match-indian-premier-league-2024,Chennai Super Kings 165/5 (20 ov),165/5 (20 ov),Sunrisers Hyderabad 166/4 (18.1/20 ov),166/4 (18.1/20 ov),Sunrisers Hyderabad won by 6 wickets (with 11 balls remaining)
18,"Apr 6, 2024",https://www.espncricinfo.com/series/8048/scorecard/1422137/rajasthan-royals-vs-royal-challengers-bengaluru-19th-match-indian-premier-league-2024,RCB 183/3 (20 ov),183/3 (20 ov),Rajasthan Royals 189/4 (19.1/20 ov),189/4 (19.1/20 ov),Rajasthan Royals won by 6 wickets (with 5 balls remaining)
19,"Apr 7, 2024",https://www.espncricinfo.com/series/8048/scorecard/1422138/mumbai-indians-vs-delhi-capitals-20th-match-indian-premier-league-2024,Mumbai Indians 234/5 (20 ov),234/5 (20 ov),Delhi Capitals 205/8 (20 ov),205/8 (20 ov),Mumbai Indians won by 29 runs
20,"Apr 7, 2024",https://www.espncricinfo.com/series/8048/scorecard/1422139/lucknow-super-giants-vs-gujarat-titans-21st-match-indian-premier-league-2024,Lucknow Super Giants 163/5 (20 ov),163/5 (20 ov),Gujarat Titans 130 (18.5/20 ov),130 (18.5/20 ov),Lucknow Super Giants won by 33 runs
21,"Apr 8, 2024",https://www.espncricinfo.com/series/8048/scorecard/1426260/chennai-super-kings-vs-kolkata-knight-riders-22nd-match-indian-premier-league-2024,Kolkata Knight Riders 137/9 (20 ov),137/9 (20 ov),Chennai Super Kings 141/3 (17.4/20 ov),141/3 (17.4/20 ov),Chennai Super Kings won by 7 wickets (with 14 balls remaining)
22,"Apr 9, 2024",https://www.espncricinfo.com/series/8048/scorecard/1426261/punjab-kings-vs-sunrisers-hyderabad-23rd-match-indian-premier-league-2024,Sunrisers Hyderabad 182/9 (20 ov),182/9 (20 ov),Punjab Kings 180/6 (20 ov),180/6 (20 ov),Sunrisers Hyderabad won by 2 runs
23,"Apr 10, 2024",https://www.espncricinfo.com/series/8048/scorecard/1426262/rajasthan-royals-vs-gujarat-titans-24th-match-indian-premier-league-2024,Rajasthan Royals 196/3 (20 ov),196/3 (20 ov),Gujarat Titans 199/7 (20 ov),199/7 (20 ov),Gujarat Titans won by 3 wickets (with 0 balls remaining)
24,"Apr 11, 2024",https://www.espncricinfo.com/series/8048/scorecard/1426263/mumbai-indians-vs-royal-challengers-bengaluru-25th-match-indian-premier-league-2024,RCB 196/8 (20 ov),196/8 (20 ov),Mumbai Indians 199/3 (15.3/20 ov),199/3 (15.3/20 ov),Mumbai Indians won by 7 wickets (with 27 balls remaining)
25,"Apr 12, 2024",https://www.espncricinfo.com/series/8048/scorecard/1426264/lucknow-super-giants-vs-delhi-capitals-26th-match-indian-premier-league-2024,Lucknow Super Giants 167/7 (20 ov),167/7 (20 ov),Delhi Capitals 170/4 (18.1/20 ov),170/4 (18.1/20 ov),Delhi Capitals won by 6 wickets (with 11 balls remaining)
26,"Apr 13, 2024",https://www.espncricinfo.com/series/8048/scorecard/1426265/punjab-kings-vs-rajasthan-royals-27th-match-indian-premier-league-2024,Punjab Kings 147/8 (20 ov),147/8 (20 ov),Rajasthan Royals 152/7 (19.5/20 ov),152/7 (19.5/20 ov),Rajasthan Royals won by 3 wickets (with 1 ball remaining)
27,"Apr 14, 2024",https://www.espncricinfo.com/series/8048/scorecard/1426266/kolkata-knight-riders-vs-lucknow-super-giants-28th-match-indian-premier-league-2024,Lucknow Super Giants 161/7 (20 ov),161/7 (20 ov),Kolkata Knight Riders 162/2 (15.4/20 ov),162/2 (15.4/20 ov),Kolkata Knight Riders won by 8 wickets (with 26 balls remaining)
28,"Apr 14, 2024",https://www.espncricinfo.com/series/8048/scorecard/1426267/mumbai-indians-vs-chennai-super-kings-29th-match-indian-premier-league-2024,Chennai Super Kings 206/4 (20 ov),206/4 (20 ov),Mumbai Indians 186/6 (20 ov),186/6 (20 ov),Chennai Super Kings won by 20 runs
29,"Apr 15, 2024",https://www.espncricinfo.com/series/8048/scorecard/1426268/royal-challengers-bengaluru-vs-sunrisers-hyderabad-30th-match-indian-premier-league-2024,Sunrisers Hyderabad 287/3 (20 ov),287/3 (20 ov),RCB 262/7 (20 ov),262/7 (20 ov),Sunrisers Hyderabad won by 25 runs
30,"Apr 16, 2024",https://www.espncricinfo.com/series/8048/scorecard/1426269/kolkata-knight-riders-vs-rajasthan-royals-31st-match-indian-premier-league-2024,Kolkata Knight Riders 223/6 (20 ov),223/6 (20 ov),Rajasthan Royals 224/8 (20 ov),224/8 (20 ov),Rajasthan Royals won by 2 wickets (with 0 balls remaining)
31,"Apr 17, 2024",https://www.espncricinfo.com/series/8048/scorecard/1426270/gujarat-titans-vs-delhi-capitals-32nd-match-indian-premier-league-2024,Gujarat Titans 89 (17.3/20 ov),89 (17.3/20 ov),Delhi Capitals 92/4 (8.5/20 ov),92/4 (8.5/20 ov),Delhi Capitals won by 6 wickets (with 67 balls remaining)
32,"Apr 18, 2024",https://www.espncricinfo.com/series/8048/scorecard/1426271/punjab-kings-vs-mumbai-indians-33rd-match-indian-premier-league-2024,Mumbai Indians 192/7 (20 ov),192/7 (20 ov),Punjab Kings 183 (19.1/20 ov),183 (19.1/20 ov),Mumbai Indians won by 9 runs
33,"Apr 19, 2024",https://www.espncricinfo.com/series/8048/scorecard/1426272/lucknow-super-giants-vs-chennai-super-kings-34th-match-indian-premier-league-2024,Chennai Super Kings 176/6 (20 ov),176/6 (20 ov),Lucknow Super Giants 180/2 (19/20 ov),180/2 (19/20 ov),Lucknow Super Giants won by 8 wickets (with 6 balls remaining)
34,"Apr 20, 2024",https://www.espncricinfo.com/series/8048/scorecard/1426273/delhi-capitals-vs-sunrisers-hyderabad-35th-match-indian-premier-league-2024,Sunrisers Hyderabad 266/7 (20 ov),266/7 (20 ov),Delhi Capitals 199 (19.1/20 ov),199 (19.1/20 ov),Sunrisers Hyderabad won by 67 runs
35,"Apr 21, 2024",https://www.espncricinfo.com/series/8048/scorecard/1426274/kolkata-knight-riders-vs-royal-challengers-bengaluru-36th-match-indian-premier-league-2024,Kolkata Knight Riders 222/6 (20 ov),222/6 (20 ov),RCB 221 (20 ov),221 (20 ov),Kolkata Knight Riders won by 1 run
36,"Apr 21, 2024",https://www.espncricinfo.com/series/8048/scorecard/1426275/punjab-kings-vs-gujarat-titans-37th-match-indian-premier-league-2024,Punjab Kings 142 (20 ov),142 (20 ov),Gujarat Titans 146/7 (19.1/20 ov),146/7 (19.1/20 ov),Gujarat Titans won by 3 wickets (with 5 balls remaining)
37,"Apr 22, 2024",https://www.espncricinfo.com/series/8048/scorecard/1426276/rajasthan-royals-vs-mumbai-indians-38th-match-indian-premier-league-2024,Mumbai Indians 179/9 (20 ov),179/9 (20 ov),Rajasthan Royals 183/1 (18.4/20 ov),183/1 (18.4/20 ov),Rajasthan Royals won by 9 wickets (with 8 balls remaining)
38,"Apr 23, 2024",https://www.espncricinfo.com/series/8048/scorecard/1426277/chennai-super-kings-vs-lucknow-super-giants-39th-match-indian-premier-league-2024,Chennai Super Kings 210/4 (20 ov),210/4 (20 ov),Lucknow Super Giants 213/4 (19.3/20 ov),213/4 (19.3/20 ov),Lucknow Super Giants won by 6 wickets (with 3 balls remaining)
39,"Apr 24, 2024",https://www.espncricinfo.com/series/8048/scorecard/1426278/delhi-capitals-vs-gujarat-titans-40th-match-indian-premier-league-2024,Delhi Capitals 224/4 (20 ov),224/4 (20 ov),Gujarat Titans 220/8 (20 ov),220/8 (20 ov),Delhi Capitals won by 4 runs
40,"Apr 25, 2024",https://www.espncricinfo.com/series/8048/scorecard/1426279/sunrisers-hyderabad-vs-royal-challengers-bengaluru-41st-match-indian-premier-league-2024,RCB 206/7 (20 ov),206/7 (20 ov),Sunrisers Hyderabad 171/8 (20 ov),171/8 (20 ov),Royal Challengers Bengaluru won by 35 runs
41,"Apr 26, 2024",https://www.espncricinfo.com/series/8048/scorecard/1426280/kolkata-knight-riders-vs-punjab-kings-42nd-match-indian-premier-league-2024,Kolkata Knight Riders 261/6 (20 ov),261/6 (20 ov),Punjab Kings 262/2 (18.4/20 ov),262/2 (18.4/20 ov),Punjab Kings won by 8 wickets (with 8 balls remaining)
42,"Apr 27, 2024",https://www.espncricinfo.com/series/8048/scorecard/1426281/delhi-capitals-vs-mumbai-indians-43rd-match-indian-premier-league-2024,Delhi Capitals 257/4 (20 ov),257/4 (20 ov),Mumbai Indians 247/9 (20 ov),247/9 (20 ov),Delhi Capitals won by 10 runs
43,"Apr 27, 2024",https://www.espncricinfo.com/series/8048/scorecard/1426282/lucknow-super-giants-vs-rajasthan-royals-44th-match-indian-premier-league-2024,Lucknow Super Giants 196/5 (20 ov),196/5 (20 ov),Rajasthan Royals 199/3 (19/20 ov),199/3 (19/20 ov),Rajasthan Royals won by 7 wickets (with 6 balls remaining)
44,"Apr 28, 2024",https://www.espncricinfo.com/series/8048/scorecard/1426283/gujarat-titans-vs-royal-challengers-bengaluru-45th-match-indian-premier-league-2024,Gujarat Titans 200/3 (20 ov),200/3 (20 ov),RCB 206/1 (16/20 ov),206/1 (16/20 ov),Royal Challengers Bengaluru won by 9 wickets (with 24 balls remaining)
45,"Apr 28, 2024",https://www.espncricinfo.com/series/8048/scorecard/1426284/chennai-super-kings-vs-sunrisers-hyderabad-46th-match-indian-premier-league-2024,Chennai Super Kings 212/3 (20 ov),212/3 (20 ov),Sunrisers Hyderabad 134 (18.5/20 ov),134 (18.5/20 ov),Chennai Super Kings won by 78 runs
46,"Apr 29, 2024",https://www.espncricinfo.com/series/8048/scorecard/1426285/kolkata-knight-riders-vs-delhi-capitals-47th-match-indian-premier-league-2024,Delhi Capitals 153/9 (20 ov),153/9 (20 ov),Kolkata Knight Riders 157/3 (16.3/20 ov),157/3 (16.3/20 ov),Kolkata Knight Riders won by 7 wickets (with 21 balls remaining)
47,"Apr 30, 2024",https://www.espncricinfo.com/series/8048/scorecard/1426286/lucknow-super-giants-vs-mumbai-indians-48th-match-indian-premier-league-2024,Mumbai Indians 144/7 (20 ov),144/7 (20 ov),Lucknow Super Giants 145/6 (19.2/20 ov),145/6 (19.2/20 ov),Lucknow Super Giants won by 4 wickets (with 4 balls remaining)
48,"May 1, 2024",https://www.espncricinfo.com/series/8048/scorecard/1426287/chennai-super-kings-vs-punjab-kings-49th-match-indian-premier-league-2024,Chennai Super Kings 162/7 (20 ov),162/7 (20 ov),Punjab Kings 163/3 (17.5/20 ov),163/3 (17.5/20 ov),Punjab Kings won by 7 wickets (with 13 balls remaining)
49,"May 2, 2024",https://www.espncricinfo.com/series/8048/scorecard/1426288/sunrisers-hyderabad-vs-rajasthan-royals-50th-match-indian-premier-league-2024,Sunrisers Hyderabad 201/3 (20 ov),201/3 (20 ov),Rajasthan Royals 200/7 (20 ov),200/7 (20 ov),Sunrisers Hyderabad won by 1 run
50,"May 3, 2024",https://www.espncricinfo.com/series/8048/scorecard/1426289/mumbai-indians-vs-kolkata-knight-riders-51st-match-indian-premier-league-2024,Kolkata Knight Riders 169 (19.5/20 ov),169 (19.5/20 ov),Mumbai Indians 145 (18.5/20 ov),145 (18.5/20 ov),Kolkata Knight Riders won by 24 runs
51,"May 4, 2024",https://www.espncricinfo.com/series/8048/scorecard/1426290/royal-challengers-bengaluru-vs-gujarat-titans-52nd-match-indian-premier-league-2024,Gujarat Titans 147 (19.3/20 ov),147 (19.3/20 ov),RCB 152/6 (13.4/20 ov),152/6 (13.4/20 ov),Royal Challengers Bengaluru won by 4 wickets (with 38 balls remaining)
52,"May 5, 2024",https://www.espncricinfo.com/series/8048/scorecard/1426291/punjab-kings-vs-chennai-super-kings-53rd-match-indian-premier-league-2024,Chennai Super Kings 167/9 (20 ov),167/9 (20 ov),Punjab Kings 139/9 (20 ov),139/9 (20 ov),Chennai Super Kings won by 28 runs
53,"May 5, 2024",https://www.espncricinfo.com/series/8048/scorecard/1426292/lucknow-super-giants-vs-kolkata-knight-riders-54th-match-indian-premier-league-2024,Kolkata Knight Riders 235/6 (20 ov),235/6 (20 ov),Lucknow Super Giants 137 (16.1/20 ov),137 (16.1/20 ov),Kolkata Knight Riders won by 98 runs
54,"May 6, 2024",https://www.espncricinfo.com/series/8048/scorecard/1426293/mumbai-indians-vs-sunrisers-hyderabad-55th-match-indian-premier-league-2024,Sunrisers Hyderabad 173/8 (20 ov),173/8 (20 ov),Mumbai Indians 174/3 (17.2/20 ov),174/3 (17.2/20 ov),Mumbai Indians won by 7 wickets (with 16 balls remaining)
55,"May 7, 2024",https://www.espncricinfo.com/series/8048/scorecard/1426294/delhi-capitals-vs-rajasthan-royals-56th-match-indian-premier-league-2024,Delhi Capitals 221/8 (20 ov),221/8 (20 ov),Rajasthan Royals 201/8 (20 ov),201/8 (20 ov),Delhi Capitals won by 20 runs
56,"May 8, 2024",https://www.espncricinfo.com/series/8048/scorecard/1426295/sunrisers-hyderabad-vs-lucknow-super-giants-57th-match-indian-premier-league-2024,Lucknow Super Giants 165/4 (20 ov),165/4 (20 ov),Sunrisers Hyderabad 167/0 (9.4/20 ov),167/0 (9.4/20 ov),Sunrisers Hyderabad won by 10 wickets (with 62 balls remaining)
57,"May 9, 2024",https://www.espncricinfo.com/series/8048/scorecard/1426296/punjab-kings-vs-royal-challengers-bengaluru-58th-match-indian-premier-league-2024,RCB 241/7 (20 ov),241/7 (20 ov),Punjab Kings 181 (17/20 ov),181 (17/20 ov),Royal Challengers Bengaluru won by 60 runs
58,"May 10, 2024",https://www.espncricinfo.com/series/8048/scorecard/1426297/gujarat-titans-vs-chennai-super-kings-59th-match-indian-premier-league-2024,Gujarat Titans 231/3 (20 ov),231/3 (20 ov),Chennai Super Kings 196/8 (20 ov),196/8 (20 ov),Gujarat Titans won by 35 runs
59,"May 11, 2024",https://www.espncricinfo.com/series/8048/scorecard/1426298/kolkata-knight-riders-vs-mumbai-indians-60th-match-indian-premier-league-2024,Kolkata Knight Riders 157/7 (16 ov),157/7 (16 ov),Mumbai Indians 139/8 (16 ov),139/8 (16 ov),Kolkata Knight Riders won by 18 runs
60,"May 12, 2024",https://www.espncricinfo.com/series/8048/scorecard/1426299/chennai-super-kings-vs-rajasthan-royals-61st-match-indian-premier-league-2024,Rajasthan Royals 141/5 (20 ov),141/5 (20 ov),Chennai Super Kings 145/5 (18.2/20 ov),145/5 (18.2/20 ov),Chennai Super Kings won by 5 wickets (with 10 balls remaining)
61,"May 12, 2024",https://www.espncricinfo.com/series/8048/scorecard/1426300/royal-challengers-bengaluru-vs-delhi-capitals-62nd-match-indian-premier-league-2024,RCB 187/9 (20 ov),187/9 (20 ov),Delhi Capitals 140 (19.1/20 ov),140 (19.1/20 ov),Royal Challengers Bengaluru won by 47 runs
62,"May 13, 2024",https://www.espncricinfo.com/series/8048/scorecard/1426301/gujarat-titans-vs-kolkata-knight-riders-63rd-match-indian-premier-league-2024,Gujarat Titans,,Kolkata Knight Riders,,Match abandoned without a ball bowled
63,"May 14, 2024",https://www.espncricinfo.com/series/8048/scorecard/1426302/delhi-capitals-vs-lucknow-super-giants-64th-match-indian-premier-league-2024,Delhi Capitals 208/4 (20 ov),208/4 (20 ov),Lucknow Super Giants 189/9 (20 ov),189/9 (20 ov),Delhi Capitals won by 19 runs
64,"May 15, 2024",https://www.espncricinfo.com/series/8048/scorecard/1426303/rajasthan-royals-vs-punjab-kings-65th-match-indian-premier-league-2024,Rajasthan Royals 144/9 (20 ov),144/9 (20 ov),Punjab Kings 145/5 (18.5/20 ov),145/5 (18.5/20 ov),Punjab Kings won by 5 wickets (with 7 balls remaining)
65,"May 16, 2024",https://www.espncricinfo.com/series/8048/scorecard/1426304/sunrisers-hyderabad-vs-gujarat-titans-66th-match-indian-premier-league-2024,Sunrisers Hyderabad,,Gujarat Titans,,Match abandoned without a ball bowled
66,"May 17, 2024",https://www.espncricinfo.com/series/8048/scorecard/1426305/mumbai-indians-vs-lucknow-super-giants-67th-match-indian-premier-league-2024,Lucknow Super Giants 214/6 (20 ov),214/6 (20 ov),Mumbai Indians 196/6 (20 ov),196/6 (20 ov),Lucknow Super Giants won by 18 runs
67,"May 18, 2024",https://www.espncricinfo.com/series/8048/scorecard/1426306/royal-challengers-bengaluru-vs-chennai-super-kings-68th-match-indian-premier-league-2024,RCB 218/5 (20 ov),218/5 (20 ov),Chennai Super Kings 191/7 (20 ov),191/7 (20 ov),Royal Challengers Bengaluru won by 27 runs
68,"May 19, 2024",https://www.espncricinfo.com/series/8048/scorecard/1426307/sunrisers-hyderabad-vs-punjab-kings-69th-match-indian-premier-league-2024,Punjab Kings 214/5 (20 ov),214/5 (20 ov),Sunrisers Hyderabad 215/6 (19.1/20 ov),215/6 (19.1/20 ov),Sunrisers Hyderabad won by 4 wickets (with 5 balls remaining)
69,"May 19, 2024",https://www.espncricinfo.com/series/8048/scorecard/1426308/rajasthan-royals-vs-kolkata-knight-riders-70th-match-indian-premier-league-2024,Rajasthan Royals,,Kolkata Knight Riders,,No result (abandoned with a toss)
70,"May 21, 2024",https://www.espncricinfo.com/series/8048/scorecard/1426309/kolkata-knight-riders-vs-sunrisers-hyderabad-qualifier-1-indian-premier-league-2024,Sunrisers Hyderabad 159 (19.3/20 ov),159 (19.3/20 ov),Kolkata Knight Riders 164/2 (13.4/20 ov),164/2 (13.4/20 ov),Kolkata Knight Riders won by 8 wickets (with 38 balls remaining)
71,"May 22, 2024",https://www.espncricinfo.com/series/8048/scorecard/1426310/rajasthan-royals-vs-royal-challengers-bengaluru-eliminator-indian-premier-league-2024,RCB 172/8 (20 ov),172/8 (20 ov),Rajasthan Royals 174/6 (19/20 ov),174/6 (19/20 ov),Rajasthan Royals won by 4 wickets (with 6 balls remaining)
72,"May 24, 2024",https://www.espncricinfo.com/series/8048/scorecard/1426311/rajasthan-royals-vs-sunrisers-hyderabad-qualifier-2-indian-premier-league-2024,Sunrisers Hyderabad 175/9 (20 ov),175/9 (20 ov),Rajasthan Royals 139/7 (20 ov),139/7 (20 ov),Sunrisers Hyderabad won by 36 runs
73,"May 26, 2024",https://www.espncricinfo.com/series/8048/scorecard/1426312/kolkata-knight-riders-vs-sunrisers-hyderabad-final-indian-premier-league-2024,Sunrisers Hyderabad 113 (18.3/20 ov),113 (18.3/20 ov),Kolkata Knight Riders 114/2 (10.3/20 ov),114/2 (10.3/20 ov),Kolkata Knight Riders won by 8 wickets (with 57 balls remaining)
