,match_date,match_link,first_inn_team,first_inn_score,second_inn_team,second_inn_score,match_result
21,"Apr 12, 2022",https://www.espncricinfo.com/series/8048/scorecard/1304068/chennai-super-kings-vs-royal-challengers-bangalore-22nd-match-indian-premier-league-2022,Chennai Super Kings 216/4 (20 ov),216/4 (20 ov),RCB 193/9 (20 ov),193/9 (20 ov),Chennai Super Kings won by 23 runs
22,"Apr 13, 2022",https://www.espncricinfo.com/series/8048/scorecard/1304069/mumbai-indians-vs-punjab-kings-23rd-match-indian-premier-league-2022,Punjab Kings 198/5 (20 ov),198/5 (20 ov),Mumbai Indians 186/9 (20 ov),186/9 (20 ov),Punjab Kings won by 12 runs
23,"Apr 14, 2022",https://www.espncricinfo.com/series/8048/scorecard/1304070/rajasthan-royals-vs-gujarat-titans-24th-match-indian-premier-league-2022,Gujarat Titans 192/4 (20 ov),192/4 (20 ov),Rajasthan Royals 155/9 (20 ov),155/9 (20 ov),Gujarat Titans won by 37 runs
24,"Apr 15, 2022",https://www.espncricinfo.com/series/8048/scorecard/1304071/sunrisers-hyderabad-vs-kolkata-knight-riders-25th-match-indian-premier-league-2022,Kolkata Knight Riders 175/8 (20 ov),175/8 (20 ov),Sunrisers Hyderabad 176/3 (17.5/20 ov),176/3 (17.5/20 ov),Sunrisers Hyderabad won by 7 wickets (with 13 balls remaining)
25,"Apr 16, 2022",https://www.espncricinfo.com/series/8048/scorecard/1304072/mumbai-indians-vs-lucknow-super-giants-26th-match-indian-premier-league-2022,Lucknow Super Giants 199/4 (20 ov),199/4 (20 ov),Mumbai Indians 181/9 (20 ov),181/9 (20 ov),Lucknow Super Giants won by 18 runs
26,"Apr 16, 2022",https://www.espncricinfo.com/series/8048/scorecard/1304073/delhi-capitals-vs-royal-challengers-bangalore-27th-match-indian-premier-league-2022,RCB 189/5 (20 ov),189/5 (20 ov),Delhi Capitals 173/7 (20 ov),173/7 (20 ov),Royal Challengers Bangalore won by 16 runs
27,"Apr 17, 2022",https://www.espncricinfo.com/series/8048/scorecard/1304074/punjab-kings-vs-sunrisers-hyderabad-28th-match-indian-premier-league-2022,Punjab Kings 151 (20 ov),151 (20 ov),Sunrisers Hyderabad 152/3 (18.5/20 ov),152/3 (18.5/20 ov),Sunrisers Hyderabad won by 7 wickets (with 7 balls remaining)
28,"Apr 17, 2022",https://www.espncricinfo.com/series/8048/scorecard/1304075/gujarat-titans-vs-chennai-super-kings-29th-match-indian-premier-league-2022,Chennai Super Kings 169/5 (20 ov),169/5 (20 ov),Gujarat Titans 170/7 (19.5/20 ov),170/7 (19.5/20 ov),Gujarat Titans won by 3 wickets (with 1 ball remaining)
29,"Apr 18, 2022",https://www.espncricinfo.com/series/8048/scorecard/1304076/rajasthan-royals-vs-kolkata-knight-riders-30th-match-indian-premier-league-2022,Rajasthan Royals 217/5 (20 ov),217/5 (20 ov),Kolkata Knight Riders 210 (19.4/20 ov),210 (19.4/20 ov),Rajasthan Royals won by 7 runs
30,"Apr 19, 2022",https://www.espncricinfo.com/series/8048/scorecard/1304077/lucknow-super-giants-vs-royal-challengers-bangalore-31st-match-indian-premier-league-2022,RCB 181/6 (20 ov),181/6 (20 ov),Lucknow Super Giants 163/8 (20 ov),163/8 (20 ov),Royal Challengers Bangalore won by 18 runs
31,"Apr 20, 2022",https://www.espncricinfo.com/series/8048/scorecard/1304078/delhi-capitals-vs-punjab-kings-32nd-match-indian-premier-league-2022,Punjab Kings 115 (20 ov),115 (20 ov),Delhi Capitals 119/1 (10.3/20 ov),119/1 (10.3/20 ov),Delhi Capitals won by 9 wickets (with 57 balls remaining)
32,"Apr 21, 2022",https://www.espncricinfo.com/series/8048/scorecard/1304079/mumbai-indians-vs-chennai-super-kings-33rd-match-indian-premier-league-2022,Mumbai Indians 155/7 (20 ov),155/7 (20 ov),Chennai Super Kings 156/7 (20 ov),156/7 (20 ov),Chennai Super Kings won by 3 wickets (with 0 balls remaining)
33,"Apr 22, 2022",https://www.espncricinfo.com/series/8048/scorecard/1304080/delhi-capitals-vs-rajasthan-royals-34th-match-indian-premier-league-2022,Rajasthan Royals 222/2 (20 ov),222/2 (20 ov),Delhi Capitals 207/8 (20 ov),207/8 (20 ov),Rajasthan Royals won by 15 runs
34,"Apr 23, 2022",https://www.espncricinfo.com/series/8048/scorecard/1304081/kolkata-knight-riders-vs-gujarat-titans-35th-match-indian-premier-league-2022,Gujarat Titans 156/9 (20 ov),156/9 (20 ov),Kolkata Knight Riders 148/8 (20 ov),148/8 (20 ov),Gujarat Titans won by 8 runs
35,"Apr 23, 2022",https://www.espncricinfo.com/series/8048/scorecard/1304082/royal-challengers-bangalore-vs-sunrisers-hyderabad-36th-match-indian-premier-league-2022,RCB 68 (16.1/20 ov),68 (16.1/20 ov),Sunrisers Hyderabad 72/1 (8/20 ov),72/1 (8/20 ov),Sunrisers Hyderabad won by 9 wickets (with 72 balls remaining)
36,"Apr 24, 2022",https://www.espncricinfo.com/series/8048/scorecard/1304083/lucknow-super-giants-vs-mumbai-indians-37th-match-indian-premier-league-2022,Lucknow Super Giants 168/6 (20 ov),168/6 (20 ov),Mumbai Indians 132/8 (20 ov),132/8 (20 ov),Lucknow Super Giants won by 36 runs
37,"Apr 25, 2022",https://www.espncricinfo.com/series/8048/scorecard/1304084/punjab-kings-vs-chennai-super-kings-38th-match-indian-premier-league-2022,Punjab Kings 187/4 (20 ov),187/4 (20 ov),Chennai Super Kings 176/6 (20 ov),176/6 (20 ov),Punjab Kings won by 11 runs
38,"Apr 26, 2022",https://www.espncricinfo.com/series/8048/scorecard/1304085/royal-challengers-bangalore-vs-rajasthan-royals-39th-match-indian-premier-league-2022,Rajasthan Royals 144/8 (20 ov),144/8 (20 ov),RCB 115 (19.3/20 ov),115 (19.3/20 ov),Rajasthan Royals won by 29 runs
39,"Apr 27, 2022",https://www.espncricinfo.com/series/8048/scorecard/1304086/gujarat-titans-vs-sunrisers-hyderabad-40th-match-indian-premier-league-2022,Sunrisers Hyderabad 195/6 (20 ov),195/6 (20 ov),Gujarat Titans 199/5 (20 ov),199/5 (20 ov),Gujarat Titans won by 5 wickets (with 0 balls remaining)
40,"Apr 28, 2022",https://www.espncricinfo.com/series/8048/scorecard/1304087/delhi-capitals-vs-kolkata-knight-riders-41st-match-indian-premier-league-2022,Kolkata Knight Riders 146/9 (20 ov),146/9 (20 ov),Delhi Capitals 150/6 (19/20 ov),150/6 (19/20 ov),Delhi Capitals won by 4 wickets (with 6 balls remaining)
41,"Apr 29, 2022",https://www.espncricinfo.com/series/8048/scorecard/1304088/punjab-kings-vs-lucknow-super-giants-42nd-match-indian-premier-league-2022,Lucknow Super Giants 153/8 (20 ov),153/8 (20 ov),Punjab Kings 133/8 (20 ov),133/8 (20 ov),Lucknow Super Giants won by 20 runs
42,"Apr 30, 2022",https://www.espncricinfo.com/series/8048/scorecard/1304089/gujarat-titans-vs-royal-challengers-bangalore-43rd-match-indian-premier-league-2022,RCB 170/6 (20 ov),170/6 (20 ov),Gujarat Titans 174/4 (19.3/20 ov),174/4 (19.3/20 ov),Gujarat Titans won by 6 wickets (with 3 balls remaining)
43,"Apr 30, 2022",https://www.espncricinfo.com/series/8048/scorecard/1304090/rajasthan-royals-vs-mumbai-indians-44th-match-indian-premier-league-2022,Rajasthan Royals 158/6 (20 ov),158/6 (20 ov),Mumbai Indians 161/5 (19.2/20 ov),161/5 (19.2/20 ov),Mumbai Indians won by 5 wickets (with 4 balls remaining)
44,"May 1, 2022",https://www.espncricinfo.com/series/8048/scorecard/1304091/delhi-capitals-vs-lucknow-super-giants-45th-match-indian-premier-league-2022,Lucknow Super Giants 195/3 (20 ov),195/3 (20 ov),Delhi Capitals 189/7 (20 ov),189/7 (20 ov),Lucknow Super Giants won by 6 runs
45,"May 1, 2022",https://www.espncricinfo.com/series/8048/scorecard/1304092/sunrisers-hyderabad-vs-chennai-super-kings-46th-match-indian-premier-league-2022,Chennai Super Kings 202/2 (20 ov),202/2 (20 ov),Sunrisers Hyderabad 189/6 (20 ov),189/6 (20 ov),Chennai Super Kings won by 13 runs
46,"May 2, 2022",https://www.espncricinfo.com/series/8048/scorecard/1304093/kolkata-knight-riders-vs-rajasthan-royals-47th-match-indian-premier-league-2022,Rajasthan Royals 152/5 (20 ov),152/5 (20 ov),Kolkata Knight Riders 158/3 (19.1/20 ov),158/3 (19.1/20 ov),Kolkata Knight Riders won by 7 wickets (with 5 balls remaining)
47,"May 3, 2022",https://www.espncricinfo.com/series/8048/scorecard/1304094/gujarat-titans-vs-punjab-kings-48th-match-indian-premier-league-2022,Gujarat Titans 143/8 (20 ov),143/8 (20 ov),Punjab Kings 145/2 (16/20 ov),145/2 (16/20 ov),Punjab Kings won by 8 wickets (with 24 balls remaining)
48,"May 4, 2022",https://www.espncricinfo.com/series/8048/scorecard/1304095/royal-challengers-bangalore-vs-chennai-super-kings-49th-match-indian-premier-league-2022,RCB 173/8 (20 ov),173/8 (20 ov),Chennai Super Kings 160/8 (20 ov),160/8 (20 ov),Royal Challengers Bangalore won by 13 runs
49,"May 5, 2022",https://www.espncricinfo.com/series/8048/scorecard/1304096/delhi-capitals-vs-sunrisers-hyderabad-50th-match-indian-premier-league-2022,Delhi Capitals 207/3 (20 ov),207/3 (20 ov),Sunrisers Hyderabad 186/8 (20 ov),186/8 (20 ov),Delhi Capitals won by 21 runs
50,"May 6, 2022",https://www.espncricinfo.com/series/8048/scorecard/1304097/gujarat-titans-vs-mumbai-indians-51st-match-indian-premier-league-2022,Mumbai Indians 177/6 (20 ov),177/6 (20 ov),Gujarat Titans 172/5 (20 ov),172/5 (20 ov),Mumbai Indians won by 5 runs
51,"May 7, 2022",https://www.espncricinfo.com/series/8048/scorecard/1304098/punjab-kings-vs-rajasthan-royals-52nd-match-indian-premier-league-2022,Punjab Kings 189/5 (20 ov),189/5 (20 ov),Rajasthan Royals 190/4 (19.4/20 ov),190/4 (19.4/20 ov),Rajasthan Royals won by 6 wickets (with 2 balls remaining)
52,"May 7, 2022",https://www.espncricinfo.com/series/8048/scorecard/1304099/lucknow-super-giants-vs-kolkata-knight-riders-53rd-match-indian-premier-league-2022,Lucknow Super Giants 176/7 (20 ov),176/7 (20 ov),Kolkata Knight Riders 101 (14.3/20 ov),101 (14.3/20 ov),Lucknow Super Giants won by 75 runs
53,"May 8, 2022",https://www.espncricinfo.com/series/8048/scorecard/1304100/sunrisers-hyderabad-vs-royal-challengers-bangalore-54th-match-indian-premier-league-2022,RCB 192/3 (20 ov),192/3 (20 ov),Sunrisers Hyderabad 125 (19.2/20 ov),125 (19.2/20 ov),Royal Challengers Bangalore won by 67 runs
54,"May 8, 2022",https://www.espncricinfo.com/series/8048/scorecard/1304101/chennai-super-kings-vs-delhi-capitals-55th-match-indian-premier-league-2022,Chennai Super Kings 208/6 (20 ov),208/6 (20 ov),Delhi Capitals 117 (17.4/20 ov),117 (17.4/20 ov),Chennai Super Kings won by 91 runs
55,"May 9, 2022",https://www.espncricinfo.com/series/8048/scorecard/1304102/mumbai-indians-vs-kolkata-knight-riders-56th-match-indian-premier-league-2022,Kolkata Knight Riders 165/9 (20 ov),165/9 (20 ov),Mumbai Indians 113 (17.3/20 ov),113 (17.3/20 ov),Kolkata Knight Riders won by 52 runs
56,"May 10, 2022",https://www.espncricinfo.com/series/8048/scorecard/1304103/lucknow-super-giants-vs-gujarat-titans-57th-match-indian-premier-league-2022,Gujarat Titans 144/4 (20 ov),144/4 (20 ov),Lucknow Super Giants 82 (13.5/20 ov),82 (13.5/20 ov),Gujarat Titans won by 62 runs
57,"May 11, 2022",https://www.espncricinfo.com/series/8048/scorecard/1304104/rajasthan-royals-vs-delhi-capitals-58th-match-indian-premier-league-2022,Rajasthan Royals 160/6 (20 ov),160/6 (20 ov),Delhi Capitals 161/2 (18.1/20 ov),161/2 (18.1/20 ov),Delhi Capitals won by 8 wickets (with 11 balls remaining)
58,"May 12, 2022",https://www.espncricinfo.com/series/8048/scorecard/1304105/chennai-super-kings-vs-mumbai-indians-59th-match-indian-premier-league-2022,Chennai Super Kings 97 (16/20 ov),97 (16/20 ov),Mumbai Indians 103/5 (14.5/20 ov),103/5 (14.5/20 ov),Mumbai Indians won by 5 wickets (with 31 balls remaining)
59,"May 13, 2022",https://www.espncricinfo.com/series/8048/scorecard/1304106/royal-challengers-bangalore-vs-punjab-kings-60th-match-indian-premier-league-2022,Punjab Kings 209/9 (20 ov),209/9 (20 ov),RCB 155/9 (20 ov),155/9 (20 ov),Punjab Kings won by 54 runs
60,"May 14, 2022",https://www.espncricinfo.com/series/8048/scorecard/1304107/kolkata-knight-riders-vs-sunrisers-hyderabad-61st-match-indian-premier-league-2022,Kolkata Knight Riders 177/6 (20 ov),177/6 (20 ov),Sunrisers Hyderabad 123/8 (20 ov),123/8 (20 ov),Kolkata Knight Riders won by 54 runs
61,"May 15, 2022",https://www.espncricinfo.com/series/8048/scorecard/1304108/chennai-super-kings-vs-gujarat-titans-62nd-match-indian-premier-league-2022,Chennai Super Kings 133/5 (20 ov),133/5 (20 ov),Gujarat Titans 137/3 (19.1/20 ov),137/3 (19.1/20 ov),Gujarat Titans won by 7 wickets (with 5 balls remaining)
62,"May 15, 2022",https://www.espncricinfo.com/series/8048/scorecard/1304109/lucknow-super-giants-vs-rajasthan-royals-63rd-match-indian-premier-league-2022,Rajasthan Royals 178/6 (20 ov),178/6 (20 ov),Lucknow Super Giants 154/8 (20 ov),154/8 (20 ov),Rajasthan Royals won by 24 runs
63,"May 16, 2022",https://www.espncricinfo.com/series/8048/scorecard/1304110/punjab-kings-vs-delhi-capitals-64th-match-indian-premier-league-2022,Delhi Capitals 159/7 (20 ov),159/7 (20 ov),Punjab Kings 142/9 (20 ov),142/9 (20 ov),Delhi Capitals won by 17 runs
64,"May 17, 2022",https://www.espncricinfo.com/series/8048/scorecard/1304111/mumbai-indians-vs-sunrisers-hyderabad-65th-match-indian-premier-league-2022,Sunrisers Hyderabad 193/6 (20 ov),193/6 (20 ov),Mumbai Indians 190/7 (20 ov),190/7 (20 ov),Sunrisers Hyderabad won by 3 runs
65,"May 18, 2022",https://www.espncricinfo.com/series/8048/scorecard/1304112/kolkata-knight-riders-vs-lucknow-super-giants-66th-match-indian-premier-league-2022,Lucknow Super Giants 210/0 (20 ov),210/0 (20 ov),Kolkata Knight Riders 208/8 (20 ov),208/8 (20 ov),Lucknow Super Giants won by 2 runs
66,"May 19, 2022",https://www.espncricinfo.com/series/8048/scorecard/1304113/royal-challengers-bangalore-vs-gujarat-titans-67th-match-indian-premier-league-2022,Gujarat Titans 168/5 (20 ov),168/5 (20 ov),RCB 170/2 (18.4/20 ov),170/2 (18.4/20 ov),Royal Challengers Bangalore won by 8 wickets (with 8 balls remaining)
67,"May 20, 2022",https://www.espncricinfo.com/series/8048/scorecard/1304114/rajasthan-royals-vs-chennai-super-kings-68th-match-indian-premier-league-2022,Chennai Super Kings 150/6 (20 ov),150/6 (20 ov),Rajasthan Royals 151/5 (19.4/20 ov),151/5 (19.4/20 ov),Rajasthan Royals won by 5 wickets (with 2 balls remaining)
68,"May 21, 2022",https://www.espncricinfo.com/series/8048/scorecard/1304115/mumbai-indians-vs-delhi-capitals-69th-match-indian-premier-league-2022,Delhi Capitals 159/7 (20 ov),159/7 (20 ov),Mumbai Indians 160/5 (19.1/20 ov),160/5 (19.1/20 ov),Mumbai Indians won by 5 wickets (with 5 balls remaining)
69,"May 22, 2022",https://www.espncricinfo.com/series/8048/scorecard/1304116/sunrisers-hyderabad-vs-punjab-kings-70th-match-indian-premier-league-2022,Sunrisers Hyderabad 157/8 (20 ov),157/8 (20 ov),Punjab Kings 160/5 (15.1/20 ov),160/5 (15.1/20 ov),Punjab Kings won by 5 wickets (with 29 balls remaining)
70,"May 24, 2022",https://www.espncricinfo.com/series/8048/scorecard/1312197/gujarat-titans-vs-rajasthan-royals-qualifier-1-indian-premier-league-2022,Rajasthan Royals 188/6 (20 ov),188/6 (20 ov),Gujarat Titans 191/3 (19.3/20 ov),191/3 (19.3/20 ov),Gujarat Titans won by 7 wickets (with 3 balls remaining)
71,"May 25, 2022",https://www.espncricinfo.com/series/8048/scorecard/1312198/lucknow-super-giants-vs-royal-challengers-bangalore-eliminator-indian-premier-league-2022,RCB 207/4 (20 ov),207/4 (20 ov),Lucknow Super Giants 193/6 (20 ov),193/6 (20 ov),Royal Challengers Bangalore won by 14 runs
72,"May 27, 2022",https://www.espncricinfo.com/series/8048/scorecard/1312199/rajasthan-royals-vs-royal-challengers-bangalore-qualifier-2-indian-premier-league-2022,RCB 157/8 (20 ov),157/8 (20 ov),Rajasthan Royals 161/3 (18.1/20 ov),161/3 (18.1/20 ov),Rajasthan Royals won by 7 wickets (with 11 balls remaining)
73,"May 29, 2022",https://www.espncricinfo.com/series/8048/scorecard/1312200/gujarat-titans-vs-rajasthan-royals-final-indian-premier-league-2022,Rajasthan Royals 130/9 (20 ov),130/9 (20 ov),Gujarat Titans 133/3 (18.1/20 ov),133/3 (18.1/20 ov),Gujarat Titans won by 7 wickets (with 11 balls remaining)
