match_number,match_date,match_link,first_inn_team,first_inn_score,second_inn_team,second_inn_score,match_result
55,May 6,https://www.espncricinfo.com/series/8048/scorecard/1426293/mumbai-indians-vs-sunrisers-hyderabad-55th-match-indian-premier-league-2024,SRH,173/8 (20 ov),MI,174/3 (17.2/20 ov),Mumbai Indians won by 7 wickets (with 16 balls remaining)
56,May 7,https://www.espncricinfo.com/series/8048/scorecard/1426294/delhi-capitals-vs-rajasthan-royals-56th-match-indian-premier-league-2024,DC,221/8 (20 ov),RR,201/8 (20 ov),Delhi Capitals won by 20 runs
57,May 8,https://www.espncricinfo.com/series/8048/scorecard/1426295/sunrisers-hyderabad-vs-lucknow-super-giants-57th-match-indian-premier-league-2024,LSG,165/4 (20 ov),SRH,167/0 (9.4/20 ov),Sunrisers Hyderabad won by 10 wickets (with 62 balls remaining)
58,May 9,https://www.espncricinfo.com/series/8048/scorecard/1426296/punjab-kings-vs-royal-challengers-bengaluru-58th-match-indian-premier-league-2024,RCB,241/7 (20 ov),PBKS,181 (17/20 ov),Royal Challengers Bengaluru won by 60 runs
59,May 10,https://www.espncricinfo.com/series/8048/scorecard/1426297/gujarat-titans-vs-chennai-super-kings-59th-match-indian-premier-league-2024,GT,231/3 (20 ov),CSK,196/8 (20 ov),Gujarat Titans won by 35 runs
60,May 11,https://www.espncricinfo.com/series/8048/scorecard/1426298/kolkata-knight-riders-vs-mumbai-indians-60th-match-indian-premier-league-2024,KKR,157/7 (16 ov),MI,139/8 (16 ov),Kolkata Knight Riders won by 18 runs
61,May 12,https://www.espncricinfo.com/series/8048/scorecard/1426299/chennai-super-kings-vs-rajasthan-royals-61st-match-indian-premier-league-2024,RR,141/5 (20 ov),CSK,145/5 (18.2/20 ov),Chennai Super Kings won by 5 wickets (with 10 balls remaining)
62,May 12,https://www.espncricinfo.com/series/8048/scorecard/1426300/royal-challengers-bengaluru-vs-delhi-capitals-62nd-match-indian-premier-league-2024,RCB,187/9 (20 ov),DC,140 (19.1/20 ov),Royal Challengers Bengaluru won by 47 runs
63,May 13,https://www.espncricinfo.com/series/8048/scorecard/1426301/gujarat-titans-vs-kolkata-knight-riders-63rd-match-indian-premier-league-2024,GT,,KKR,,Match abandoned without a ball bowled
64,May 14,https://www.espncricinfo.com/series/8048/scorecard/1426302/delhi-capitals-vs-lucknow-super-giants-64th-match-indian-premier-league-2024,DC,208/4 (20 ov),LSG,189/9 (20 ov),Delhi Capitals won by 19 runs
65,May 15,https://www.espncricinfo.com/series/8048/scorecard/1426303/rajasthan-royals-vs-punjab-kings-65th-match-indian-premier-league-2024,RR,144/9 (20 ov),PBKS,145/5 (18.5/20 ov),Punjab Kings won by 5 wickets (with 7 balls remaining)
66,May 16,https://www.espncricinfo.com/series/8048/scorecard/1426304/sunrisers-hyderabad-vs-gujarat-titans-66th-match-indian-premier-league-2024,SRH,,GT,,Match abandoned without a ball bowled
67,May 17,https://www.espncricinfo.com/series/8048/scorecard/1426305/mumbai-indians-vs-lucknow-super-giants-67th-match-indian-premier-league-2024,LSG,214/6 (20 ov),MI,196/6 (20 ov),Lucknow Super Giants won by 18 runs
68,May 18,https://www.espncricinfo.com/series/8048/scorecard/1426306/royal-challengers-bengaluru-vs-chennai-super-kings-68th-match-indian-premier-league-2024,RCB,218/5 (20 ov),CSK,191/7 (20 ov),Royal Challengers Bengaluru won by 27 runs
69,May 19,https://www.espncricinfo.com/series/8048/scorecard/1426307/sunrisers-hyderabad-vs-punjab-kings-69th-match-indian-premier-league-2024,PBKS,214/5 (20 ov),SRH,215/6 (19.1/20 ov),Sunrisers Hyderabad won by 4 wickets (with 5 balls remaining)
70,May 19,https://www.espncricinfo.com/series/8048/scorecard/1426308/rajasthan-royals-vs-kolkata-knight-riders-70th-match-indian-premier-league-2024,RR,,KKR,,No result (abandoned with a toss)
71,May 21,https://www.espncricinfo.com/series/8048/scorecard/1426309/kolkata-knight-riders-vs-sunrisers-hyderabad-qualifier-1-indian-premier-league-2024,SRH,159 (19.3/20 ov),KKR,164/2 (13.4/20 ov),Kolkata Knight Riders won by 8 wickets (with 38 balls remaining)
72,May 22,https://www.espncricinfo.com/series/8048/scorecard/1426310/rajasthan-royals-vs-royal-challengers-bengaluru-eliminator-indian-premier-league-2024,RCB,172/8 (20 ov),RR,174/6 (19/20 ov),Rajasthan Royals won by 4 wickets (with 6 balls remaining)
73,May 24,https://www.espncricinfo.com/series/8048/scorecard/1426311/rajasthan-royals-vs-sunrisers-hyderabad-qualifier-2-indian-premier-league-2024,SRH,175/9 (20 ov),RR,139/7 (20 ov),Sunrisers Hyderabad won by 36 runs
74,May 26,https://www.espncricinfo.com/series/8048/scorecard/1426312/kolkata-knight-riders-vs-sunrisers-hyderabad-final-indian-premier-league-2024,SRH,113 (18.3/20 ov),KKR,114/2 (10.3/20 ov),Kolkata Knight Riders won by 8 wickets (with 57 balls remaining)
