match_number,match_date,match_link,first_inn_team,first_inn_score,second_inn_team,second_inn_score,match_result
1,Mar 23,https://www.espncricinfo.com/series/8048/scorecard/1175356/chennai-super-kings-vs-royal-challengers-bangalore-1st-match-indian-premier-league-2019,RCB,70 (17.1/20 ov),CSK,71/3 (17.4/20 ov),Chennai Super Kings won by 7 wickets (with 14 balls remaining)
2,Mar 24,https://www.espncricinfo.com/series/8048/scorecard/1175357/kolkata-knight-riders-vs-sunrisers-hyderabad-2nd-match-indian-premier-league-2019,SRH,181/3 (20 ov),KKR,183/4 (19.4/20 ov),Kolkata Knight Riders won by 6 wickets (with 2 balls remaining)
3,Mar 24,https://www.espncricinfo.com/series/8048/scorecard/1175358/mumbai-indians-vs-delhi-capitals-3rd-match-indian-premier-league-2019,DC,213/6 (20 ov),MI,176 (19.2/20 ov),Delhi Capitals won by 37 runs
4,Mar 25,https://www.espncricinfo.com/series/8048/scorecard/1175359/rajasthan-royals-vs-kings-xi-punjab-4th-match-indian-premier-league-2019,PBKS,184/4 (20 ov),RR,170/9 (20 ov),Punjab Kings won by 14 runs
5,Mar 26,https://www.espncricinfo.com/series/8048/scorecard/1175360/delhi-capitals-vs-chennai-super-kings-5th-match-indian-premier-league-2019,DC,147/6 (20 ov),CSK,150/4 (19.4/20 ov),Chennai Super Kings won by 6 wickets (with 2 balls remaining)
6,Mar 27,https://www.espncricinfo.com/series/8048/scorecard/1175361/kolkata-knight-riders-vs-kings-xi-punjab-6th-match-indian-premier-league-2019,KKR,218/4 (20 ov),PBKS,190/4 (20 ov),Kolkata Knight Riders won by 28 runs
7,Mar 28,https://www.espncricinfo.com/series/8048/scorecard/1175362/royal-challengers-bangalore-vs-mumbai-indians-7th-match-indian-premier-league-2019,MI,187/8 (20 ov),RCB,181/5 (20 ov),Mumbai Indians won by 6 runs
8,Mar 29,https://www.espncricinfo.com/series/8048/scorecard/1175363/sunrisers-hyderabad-vs-rajasthan-royals-8th-match-indian-premier-league-2019,RR,198/2 (20 ov),SRH,201/5 (19/20 ov),Sunrisers Hyderabad won by 5 wickets (with 6 balls remaining)
9,Mar 30,https://www.espncricinfo.com/series/8048/scorecard/1175364/kings-xi-punjab-vs-mumbai-indians-9th-match-indian-premier-league-2019,MI,176/7 (20 ov),PBKS,177/2 (18.4/20 ov),Punjab Kings won by 8 wickets (with 8 balls remaining)
10,Mar 30,https://www.espncricinfo.com/series/8048/scorecard/1175365/delhi-capitals-vs-kolkata-knight-riders-10th-match-indian-premier-league-2019,KKR,185/8 (20 ov),DC,185/6 (20 ov),Match tied (Delhi Capitals won the one-over eliminator)
11,Mar 31,https://www.espncricinfo.com/series/8048/scorecard/1175366/sunrisers-hyderabad-vs-royal-challengers-bangalore-11th-match-indian-premier-league-2019,SRH,231/2 (20 ov),RCB,113 (19.5/20 ov),Sunrisers Hyderabad won by 118 runs
12,Mar 31,https://www.espncricinfo.com/series/8048/scorecard/1175367/chennai-super-kings-vs-rajasthan-royals-12th-match-indian-premier-league-2019,CSK,175/5 (20 ov),RR,167/8 (20 ov),Chennai Super Kings won by 8 runs
13,Apr 1,https://www.espncricinfo.com/series/8048/scorecard/1175368/kings-xi-punjab-vs-delhi-capitals-13th-match-indian-premier-league-2019,PBKS,166/9 (20 ov),DC,152 (19.2/20 ov),Punjab Kings won by 14 runs
14,Apr 2,https://www.espncricinfo.com/series/8048/scorecard/1175369/rajasthan-royals-vs-royal-challengers-bangalore-14th-match-indian-premier-league-2019,RCB,158/4 (20 ov),RR,164/3 (19.5/20 ov),Rajasthan Royals won by 7 wickets (with 1 ball remaining)
15,Apr 3,https://www.espncricinfo.com/series/8048/scorecard/1175370/mumbai-indians-vs-chennai-super-kings-15th-match-indian-premier-league-2019,MI,170/5 (20 ov),CSK,133/8 (20 ov),Mumbai Indians won by 37 runs
16,Apr 4,https://www.espncricinfo.com/series/8048/scorecard/1175371/delhi-capitals-vs-sunrisers-hyderabad-16th-match-indian-premier-league-2019,DC,129/8 (20 ov),SRH,131/5 (18.3/20 ov),Sunrisers Hyderabad won by 5 wickets (with 9 balls remaining)
17,Apr 5,https://www.espncricinfo.com/series/8048/scorecard/1175372/royal-challengers-bangalore-vs-kolkata-knight-riders-17th-match-indian-premier-league-2019,RCB,205/3 (20 ov),KKR,206/5 (19.1/20 ov),Kolkata Knight Riders won by 5 wickets (with 5 balls remaining)
18,Apr 6,https://www.espncricinfo.com/series/8048/scorecard/1178393/chennai-super-kings-vs-kings-xi-punjab-18th-match-indian-premier-league-2019,CSK,160/3 (20 ov),PBKS,138/5 (20 ov),Chennai Super Kings won by 22 runs
19,Apr 6,https://www.espncricinfo.com/series/8048/scorecard/1178394/sunrisers-hyderabad-vs-mumbai-indians-19th-match-indian-premier-league-2019,MI,136/7 (20 ov),SRH,96 (17.4/20 ov),Mumbai Indians won by 40 runs
20,Apr 7,https://www.espncricinfo.com/series/8048/scorecard/1178395/royal-challengers-bangalore-vs-delhi-capitals-20th-match-indian-premier-league-2019,RCB,149/8 (20 ov),DC,152/6 (18.5/20 ov),Delhi Capitals won by 4 wickets (with 7 balls remaining)
21,Apr 7,https://www.espncricinfo.com/series/8048/scorecard/1178396/rajasthan-royals-vs-kolkata-knight-riders-21st-match-indian-premier-league-2019,RR,139/3 (20 ov),KKR,140/2 (13.5/20 ov),Kolkata Knight Riders won by 8 wickets (with 37 balls remaining)
22,Apr 8,https://www.espncricinfo.com/series/8048/scorecard/1178397/kings-xi-punjab-vs-sunrisers-hyderabad-22nd-match-indian-premier-league-2019,SRH,150/4 (20 ov),PBKS,151/4 (19.5/20 ov),Punjab Kings won by 6 wickets (with 1 ball remaining)
23,Apr 9,https://www.espncricinfo.com/series/8048/scorecard/1178398/chennai-super-kings-vs-kolkata-knight-riders-23rd-match-indian-premier-league-2019,KKR,108/9 (20 ov),CSK,111/3 (17.2/20 ov),Chennai Super Kings won by 7 wickets (with 16 balls remaining)
24,Apr 10,https://www.espncricinfo.com/series/8048/scorecard/1178399/mumbai-indians-vs-kings-xi-punjab-24th-match-indian-premier-league-2019,PBKS,197/4 (20 ov),MI,198/7 (20 ov),Mumbai Indians won by 3 wickets (with 0 balls remaining)
25,Apr 11,https://www.espncricinfo.com/series/8048/scorecard/1178400/rajasthan-royals-vs-chennai-super-kings-25th-match-indian-premier-league-2019,RR,151/7 (20 ov),CSK,155/6 (20 ov),Chennai Super Kings won by 4 wickets (with 0 balls remaining)
